PO_ID,Supplier_ID,Product_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Quantity_Ordered,Quantity_Received,Unit_Cost,PO_Status
PO_100828,SUP_162,PROD_0111,2024/06/07,2024-06-15,2024-06-16,1836,1813,401,Open
PO_100829,SUP_184,PROD_0108,26-12-2024,2025-01-12,2025-01-09,1759,1610,210,Delayed
PO_100830,SUP_169,PROD_0082,27-01-2024,2024-02-06,2024-02-10,1589,1355,240,Delayed
PO_100831,SUP_194,PROD_0201,2024/07/19,2024-08-03,2024-08-06,1488,1364,282,Closed
PO_100832,SUP_141,PROD_0202,2024/09/27,2024-10-11,2024-10-12,1526,1321,139,Closed
PO_100833,SUP_036,PROD_0227,14-06-2024,2024-06-20,2024-06-21,1037,1004,375,Open
PO_100834,SUP_167,PROD_0005,15-03-2024,2024-03-26,2024-03-26,1747,1669,423,Delayed
PO_100835,SUP_044,PROD_0029,2024/10/21,2024-10-29,2024-10-28,871,764,258,Open
PO_100836,SUP_152,PROD_0223,2024/08/30,2024-09-09,2024-09-06,340,298,303,Delayed
PO_100837,SUP_078,PROD_0089,25-07-2024,2024-08-06,2024-08-03,343,332,163,Delayed
PO_100838,SUP_071,PROD_0228,2024/07/11,2024-07-18,2024-07-22,1871,1778,458,Closed
PO_100839,SUP_131,PROD_0116,2024/03/02,2024-03-10,2024-03-08,349,297,290,Delayed
PO_100840,SUP_152,PROD_0093,20-10-2024,2024-11-09,2024-11-10,1520,1390,421,Open
PO_100841,SUP_017,PROD_0276,26-11-2024,2024-12-14,2024-12-15,1270,1126,104,Open
PO_100842,SUP_136,PROD_0251,2024/12/24,2024-12-29,2025-01-01,1238,1068,458,Delayed
PO_100843,SUP_154,PROD_0093,26-10-2024,2024-11-03,2024-11-03,1448,1231,499,Delayed
PO_100844,SUP_168,PROD_0083,2024/08/16,2024-08-31,2024-08-29,180,155,105,Delayed
PO_100845,SUP_140,PROD_0088,11-05-2024,2024-05-17,2024-05-15,355,328,299,Delayed
PO_100846,SUP_076,PROD_0274,2024/01/01,2024-01-13,2024-01-14,194,178,305,Closed
PO_100847,SUP_131,PROD_0108,2024/10/22,2024-11-11,2024-11-13,1170,1170,220,Closed
PO_100848,SUP_056,PROD_0069,05-12-2024,2024-12-11,2024-12-11,175,167,136,Delayed
PO_100849,SUP_020,PROD_0282,2024/04/20,2024-05-06,2024-05-07,363,324,413,Open
PO_100850,SUP_174,PROD_0218,2024/07/14,2024-07-24,2024-07-27,1034,914,82,Delayed
PO_100851,SUP_183,PROD_0191,2024/04/14,2024-04-21,2024-04-22,1396,1330,396,Delayed
PO_100852,SUP_112,PROD_0195,27-11-2024,2024-12-07,2024-12-10,1782,1527,118,Delayed
PO_100853,SUP_141,PROD_0209,06-05-2024,2024-05-13,2024-05-14,355,305,312,Open
PO_100854,SUP_038,PROD_0116,2024/11/23,2024-11-30,2024-12-02,1962,1807,210,Closed
PO_100855,SUP_032,PROD_0090,2024/02/20,2024-03-08,2024-03-08,875,821,93,Delayed
PO_100856,SUP_073,PROD_0283,2024/09/07,2024-09-15,2024-09-20,814,725,398,Delayed
PO_100857,SUP_089,PROD_0273,20-02-2024,2024-02-26,2024-02-25,751,708,424,Delayed
PO_100858,SUP_132,PROD_0080,25-07-2024,2024-08-14,2024-08-20,361,348,172,Closed
PO_100859,SUP_186,PROD_0190,14-03-2024,2024-03-31,2024-04-06,1606,1546,176,Closed
PO_100860,SUP_120,PROD_0258,2024/12/13,2024-12-31,2025-01-04,474,438,264,Open
PO_100861,SUP_079,PROD_0209,07-08-2024,2024-08-19,2024-08-20,1401,1387,479,Open
PO_100862,SUP_043,PROD_0295,2024/02/16,2024-02-23,2024-02-21,1594,1368,162,Closed
PO_100863,SUP_188,PROD_0070,2024/05/26,2024-06-15,2024-06-12,968,944,386,Open
PO_100864,SUP_191,PROD_0004,20-09-2024,2024-09-28,2024-10-01,128,121,355,Delayed
PO_100865,SUP_136,PROD_0022,2024/09/30,2024-10-16,2024-10-16,1613,1526,378,Open
PO_100866,SUP_132,PROD_0181,2024/03/27,2024-04-08,2024-04-07,253,218,227,Open
PO_100867,SUP_174,PROD_0128,10-09-2024,2024-09-27,2024-09-26,864,764,97,Open
PO_100868,SUP_162,PROD_0292,02-06-2024,2024-06-22,2024-06-23,642,595,149,Closed
PO_100869,SUP_015,PROD_0183,2024/06/05,2024-06-11,2024-06-15,1927,1640,356,Delayed
PO_100870,SUP_185,PROD_0096,23-08-2024,2024-09-07,2024-09-08,824,751,94,Open
PO_100871,SUP_132,PROD_0079,05-01-2024,2024-01-13,2024-01-16,1107,1045,141,Closed
PO_100872,SUP_121,PROD_0203,06-09-2024,2024-09-11,2024-09-10,1675,1518,376,Open
PO_100873,SUP_113,PROD_0225,05-07-2024,2024-07-23,2024-07-22,1198,1059,455,Closed
PO_100874,SUP_051,PROD_0057,2024/06/30,2024-07-18,2024-07-15,835,733,492,Open
PO_100875,SUP_009,PROD_0083,21-01-2024,2024-01-30,2024-02-02,962,867,420,Open
PO_100876,SUP_175,PROD_0066,2024/12/06,2024-12-19,2024-12-17,962,900,290,Open
PO_100877,SUP_033,PROD_0080,2024/09/13,2024-09-30,2024-09-29,324,297,95,Delayed
PO_100878,SUP_153,PROD_0005,07-01-2024,2024-01-19,2024-01-16,1489,1376,464,Open
PO_100879,SUP_159,PROD_0079,28-05-2024,2024-06-11,2024-06-15,269,260,429,Closed
PO_100880,SUP_064,PROD_0220,2024/05/07,2024-05-20,2024-05-18,1869,1689,174,Open
PO_100881,SUP_152,PROD_0077,27-12-2024,2025-01-04,2025-01-09,1351,1206,132,Closed
PO_100882,SUP_110,PROD_0010,2024/03/08,2024-03-25,2024-03-22,660,639,138,Closed
PO_100883,SUP_163,PROD_0119,16-02-2024,2024-02-22,2024-02-25,934,849,308,Open
PO_100884,SUP_078,PROD_0057,2024/08/06,2024-08-26,2024-08-23,1144,1040,258,Open
PO_100885,SUP_047,PROD_0021,2024/05/23,2024-06-08,2024-06-11,605,514,203,Closed
PO_100886,SUP_156,PROD_0052,04-12-2024,2024-12-19,2024-12-19,684,636,281,Closed
PO_100887,SUP_172,PROD_0007,09-05-2024,2024-05-29,2024-05-31,784,753,195,Delayed
PO_100888,SUP_200,PROD_0271,07-03-2024,2024-03-22,2024-03-24,1618,1529,454,Open
PO_100889,SUP_028,PROD_0067,01-05-2024,2024-05-14,2024-05-14,1296,1262,236,Delayed
PO_100890,SUP_049,PROD_0099,2024/11/04,2024-11-12,2024-11-09,1301,1285,492,Open
PO_100891,SUP_122,PROD_0104,20-02-2024,2024-02-27,2024-03-03,1367,1297,215,Delayed
PO_100892,SUP_065,PROD_0287,2024/03/19,2024-03-25,2024-03-24,492,462,254,Open
PO_100893,SUP_129,PROD_0012,17-08-2024,2024-08-25,2024-08-28,238,212,287,Delayed
PO_100894,SUP_178,PROD_0098,20-05-2024,2024-05-29,2024-05-30,193,187,329,Open
PO_100895,SUP_144,PROD_0200,2024/09/10,2024-09-17,2024-09-16,996,948,424,Delayed
PO_100896,SUP_152,PROD_0005,2024/05/19,2024-05-30,2024-05-29,107,106,121,Open
PO_100897,SUP_069,PROD_0283,14-09-2024,2024-09-27,2024-09-28,1845,1628,152,Closed
PO_100898,SUP_038,PROD_0143,24-04-2024,2024-04-30,2024-05-05,587,515,189,Open
PO_100899,SUP_089,PROD_0189,27-01-2024,2024-02-08,2024-02-08,1194,1097,99,Closed
PO_100900,SUP_084,PROD_0030,2024/12/27,2025-01-09,2025-01-08,936,797,499,Open
PO_100901,SUP_200,PROD_0299,2024/04/22,2024-05-05,2024-05-04,624,543,48,Delayed
PO_100902,SUP_142,PROD_0106,2024/12/18,2025-01-04,2025-01-05,1881,1824,360,Closed
PO_100903,SUP_193,PROD_0203,2024/06/15,2024-06-28,2024-06-28,1291,1136,362,Open
PO_100904,SUP_047,PROD_0236,28-04-2024,2024-05-16,2024-05-18,403,353,285,Closed
PO_100905,SUP_042,PROD_0091,06-04-2024,2024-04-26,2024-04-25,1426,1421,184,Open
PO_100906,SUP_117,PROD_0207,17-12-2024,2024-12-28,2024-12-26,393,340,76,Delayed
PO_100907,SUP_006,PROD_0057,26-09-2024,2024-10-05,2024-10-02,1335,1137,91,Delayed
PO_100908,SUP_161,PROD_0007,23-01-2024,2024-02-01,2024-02-01,1677,1627,82,Closed
PO_100909,SUP_145,PROD_0228,24-02-2024,2024-03-10,2024-03-08,514,456,111,Open
PO_100910,SUP_069,PROD_0279,2024/06/18,2024-07-08,2024-07-07,599,524,68,Closed
PO_100911,SUP_107,PROD_0073,2024/01/23,2024-01-31,2024-02-05,707,600,92,Closed
PO_100912,SUP_074,PROD_0116,13-01-2024,2024-01-25,2024-01-28,889,853,115,Delayed
PO_100913,SUP_073,PROD_0183,27-02-2024,2024-03-18,2024-03-17,325,280,154,Delayed
PO_100914,SUP_155,PROD_0078,2024/06/19,2024-06-27,2024-06-29,1990,1782,83,Open
PO_100915,SUP_171,PROD_0155,28-09-2024,2024-10-13,2024-10-19,471,436,387,Open
PO_100916,SUP_183,PROD_0040,2024/02/23,2024-03-07,2024-03-11,1455,1437,228,Closed
PO_100917,SUP_123,PROD_0035,17-03-2024,2024-03-26,2024-03-28,402,348,239,Delayed
PO_100918,SUP_047,PROD_0198,2024/08/06,2024-08-19,2024-08-18,285,264,205,Open
PO_100919,SUP_163,PROD_0171,2024/09/10,2024-09-28,2024-10-02,1520,1327,251,Delayed
PO_100920,SUP_127,PROD_0273,2024/05/05,2024-05-22,2024-05-25,1225,1178,294,Closed
PO_100921,SUP_199,PROD_0113,2024/07/15,2024-07-22,2024-07-28,1564,1508,255,Closed
PO_100922,SUP_143,PROD_0243,30-04-2024,2024-05-16,2024-05-13,516,455,475,Closed
PO_100923,SUP_036,PROD_0151,2024/01/31,2024-02-16,2024-02-18,1838,1797,474,Closed
PO_100924,SUP_192,PROD_0071,09-10-2024,2024-10-27,2024-10-27,531,466,463,Delayed
PO_100925,SUP_109,PROD_0191,2024/12/26,2025-01-04,2025-01-07,1601,1373,53,Delayed
PO_100926,SUP_008,PROD_0076,2024/02/24,2024-03-02,2024-03-06,1815,1729,344,Closed
PO_100927,SUP_107,PROD_0077,2024/02/10,2024-02-22,2024-02-20,125,111,331,Open
PO_100928,SUP_166,PROD_0007,12-03-2024,2024-03-26,2024-03-30,942,873,409,Closed
PO_100929,SUP_042,PROD_0006,20-03-2024,2024-03-26,2024-03-23,1337,1237,424,Open
PO_100930,SUP_147,PROD_0257,14-12-2024,2025-01-02,2025-01-07,1556,1400,464,Delayed
PO_100931,SUP_033,PROD_0109,2024/04/26,2024-05-14,2024-05-13,656,608,87,Delayed
PO_100932,SUP_144,PROD_0040,2024/01/29,2024-02-10,2024-02-13,476,463,461,Open
PO_100933,SUP_166,PROD_0218,2024/06/09,2024-06-26,2024-06-29,437,395,67,Open
PO_100934,SUP_086,PROD_0015,2024/02/25,2024-03-04,2024-03-02,842,776,348,Open
PO_100935,SUP_080,PROD_0097,24-03-2024,2024-04-01,2024-03-30,533,523,345,Closed
PO_100936,SUP_145,PROD_0023,2024/11/22,2024-11-28,2024-11-28,651,625,83,Open
PO_100937,SUP_092,PROD_0145,24-01-2024,2024-01-30,2024-02-01,290,271,198,Delayed
PO_100938,SUP_180,PROD_0050,2024/04/09,2024-04-24,2024-04-27,1586,1432,222,Open
PO_100939,SUP_151,PROD_0196,14-09-2024,2024-09-22,2024-09-27,1753,1734,436,Delayed
PO_100940,SUP_161,PROD_0048,20-01-2024,2024-02-03,2024-02-02,410,408,389,Delayed
PO_100941,SUP_129,PROD_0265,28-04-2024,2024-05-09,2024-05-08,1674,1608,407,Delayed
PO_100942,SUP_093,PROD_0221,29-11-2024,2024-12-14,2024-12-18,1708,1471,107,Delayed
PO_100943,SUP_040,PROD_0291,2024/12/15,2025-01-01,2025-01-01,527,527,352,Open
PO_100944,SUP_023,PROD_0256,19-02-2024,2024-02-24,2024-02-23,1669,1442,485,Open
PO_100945,SUP_094,PROD_0181,09-06-2024,2024-06-19,2024-06-20,430,376,74,Closed
PO_100946,SUP_114,PROD_0072,2024/04/01,2024-04-20,2024-04-21,1069,939,171,Delayed
PO_100947,SUP_159,PROD_0067,06-09-2024,2024-09-12,2024-09-14,1859,1805,186,Open
PO_100948,SUP_116,PROD_0135,19-09-2024,2024-10-04,2024-10-06,270,231,389,Delayed
PO_100949,SUP_040,PROD_0054,2024/11/25,2024-12-01,2024-12-01,1533,1377,460,Open
PO_100950,SUP_172,PROD_0048,2024/03/22,2024-04-08,2024-04-06,556,516,238,Open
PO_100951,SUP_102,PROD_0222,2024/08/27,2024-09-15,2024-09-13,275,245,132,Open
PO_100952,SUP_180,PROD_0244,17-06-2024,2024-06-24,2024-06-26,801,694,349,Open
PO_100953,SUP_055,PROD_0164,20-08-2024,2024-08-26,2024-08-31,418,359,280,Delayed
PO_100954,SUP_055,PROD_0028,2024/07/13,2024-07-19,2024-07-21,1717,1567,260,Closed
PO_100955,SUP_037,PROD_0036,16-12-2024,2025-01-03,2025-01-04,616,558,365,Open
PO_100956,SUP_172,PROD_0133,2024/02/11,2024-02-25,2024-02-29,1884,1695,254,Closed
PO_100957,SUP_090,PROD_0215,17-02-2024,2024-03-06,2024-03-08,1642,1518,192,Open
PO_100958,SUP_003,PROD_0288,2024/10/01,2024-10-11,2024-10-14,826,802,394,Delayed
PO_100959,SUP_188,PROD_0163,11-04-2024,2024-04-18,2024-04-24,1362,1160,114,Closed
PO_100960,SUP_173,PROD_0209,22-08-2024,2024-08-31,2024-09-04,1870,1723,202,Delayed
PO_100961,SUP_149,PROD_0050,2024/01/02,2024-01-21,2024-01-20,1399,1198,270,Closed
PO_100962,SUP_056,PROD_0179,2024/04/06,2024-04-24,2024-04-29,1685,1485,125,Closed
PO_100963,SUP_079,PROD_0258,13-12-2024,2024-12-18,2024-12-20,1766,1564,226,Delayed
PO_100964,SUP_139,PROD_0219,12-09-2024,2024-10-01,2024-10-04,940,932,220,Open
PO_100965,SUP_153,PROD_0084,28-02-2024,2024-03-09,2024-03-13,977,968,231,Open
PO_100966,SUP_026,PROD_0045,2024/07/14,2024-07-28,2024-07-31,1398,1394,185,Closed
PO_100967,SUP_193,PROD_0279,15-02-2024,2024-02-20,2024-02-26,942,825,93,Delayed
PO_100968,SUP_199,PROD_0233,15-08-2024,2024-08-21,2024-08-22,1844,1762,255,Closed
PO_100969,SUP_106,PROD_0203,2024/04/10,2024-04-30,2024-04-28,818,695,446,Open
PO_100970,SUP_107,PROD_0124,24-04-2024,2024-05-08,2024-05-09,1901,1617,377,Open
PO_100971,SUP_133,PROD_0163,17-01-2024,2024-01-22,2024-01-19,414,393,444,Closed
PO_100972,SUP_165,PROD_0202,19-10-2024,2024-11-06,2024-11-06,1238,1065,240,Delayed
PO_100973,SUP_082,PROD_0265,07-08-2024,2024-08-16,2024-08-19,1591,1392,128,Open
PO_100974,SUP_101,PROD_0134,2024/04/28,2024-05-06,2024-05-05,1132,1103,100,Closed
PO_100975,SUP_161,PROD_0079,14-06-2024,2024-06-25,2024-06-23,291,248,53,Delayed
PO_100976,SUP_034,PROD_0233,2024/12/28,2025-01-04,2025-01-10,883,841,52,Closed
PO_100977,SUP_186,PROD_0194,2024/05/02,2024-05-14,2024-05-15,496,454,314,Delayed
PO_100978,SUP_149,PROD_0053,27-01-2024,2024-02-09,2024-02-07,394,341,361,Open
PO_100979,SUP_047,PROD_0048,01-11-2024,2024-11-09,2024-11-07,390,335,184,Open
PO_100980,SUP_106,PROD_0038,2024/07/04,2024-07-15,2024-07-18,306,291,291,Delayed
PO_100981,SUP_116,PROD_0083,09-02-2024,2024-02-20,2024-02-23,868,783,495,Open
PO_100982,SUP_031,PROD_0176,2024/01/06,2024-01-16,2024-01-22,1392,1271,350,Open
PO_100983,SUP_032,PROD_0099,10-11-2024,2024-11-15,2024-11-14,1168,1147,419,Closed
PO_100984,SUP_094,PROD_0059,01-10-2024,2024-10-06,2024-10-11,1148,1030,429,Closed
PO_100985,SUP_033,PROD_0138,2024/06/16,2024-06-25,2024-06-25,270,246,412,Open
PO_100986,SUP_120,PROD_0254,2024/04/12,2024-04-19,2024-04-21,1550,1428,322,Delayed
PO_100987,SUP_184,PROD_0144,2024/07/23,2024-08-03,2024-08-04,454,435,141,Closed
PO_100988,SUP_125,PROD_0222,2024/10/25,2024-11-08,2024-11-07,1726,1695,145,Open
PO_100989,SUP_110,PROD_0103,2024/11/01,2024-11-14,2024-11-16,1375,1313,95,Open
PO_100990,SUP_131,PROD_0130,10-07-2024,2024-07-17,2024-07-21,442,427,495,Open
PO_100991,SUP_083,PROD_0220,05-11-2024,2024-11-21,2024-11-24,161,161,98,Closed
PO_100992,SUP_038,PROD_0161,02-07-2024,2024-07-14,2024-07-12,540,474,376,Closed
PO_100993,SUP_083,PROD_0120,2024/06/12,2024-06-17,2024-06-19,537,527,278,Closed
PO_100994,SUP_144,PROD_0143,16-07-2024,2024-07-30,2024-08-05,534,530,309,Delayed
PO_100995,SUP_051,PROD_0026,08-02-2024,2024-02-26,2024-02-29,750,739,456,Open
PO_100996,SUP_044,PROD_0168,12-09-2024,2024-09-18,2024-09-19,962,915,101,Closed
PO_100997,SUP_148,PROD_0003,2024/10/22,2024-10-27,2024-10-28,136,129,369,Open
PO_100998,SUP_011,PROD_0173,2024/03/08,2024-03-25,2024-03-22,1934,1651,313,Closed
PO_100999,SUP_193,PROD_0178,28-08-2024,2024-09-05,2024-09-08,1581,1445,194,Closed
PO_101000,SUP_179,PROD_0233,11-10-2024,2024-10-26,2024-10-30,1354,1276,64,Delayed
PO_101001,SUP_003,PROD_0072,03-03-2024,2024-03-19,2024-03-25,310,269,54,Open
PO_101002,SUP_095,PROD_0276,18-12-2024,2025-01-05,2025-01-05,448,380,85,Delayed
PO_101003,SUP_020,PROD_0136,2024/01/27,2024-02-09,2024-02-06,326,298,64,Delayed
PO_101004,SUP_150,PROD_0236,2024/11/09,2024-11-26,2024-11-27,1530,1330,127,Closed
PO_101005,SUP_106,PROD_0229,2024/06/12,2024-06-21,2024-06-27,1918,1692,475,Delayed
PO_101006,SUP_072,PROD_0165,27-09-2024,2024-10-09,2024-10-15,1078,1039,378,Closed
PO_101007,SUP_063,PROD_0106,17-02-2024,2024-03-01,2024-03-02,1556,1499,82,Closed
PO_101008,SUP_120,PROD_0198,2024/02/08,2024-02-28,2024-02-25,535,478,46,Open
PO_101009,SUP_132,PROD_0161,2024/02/23,2024-03-09,2024-03-09,1767,1660,342,Delayed
PO_101010,SUP_094,PROD_0198,20-08-2024,2024-08-29,2024-09-03,316,296,106,Delayed
PO_101011,SUP_043,PROD_0158,19-09-2024,2024-09-30,2024-10-03,484,484,75,Delayed
PO_101012,SUP_062,PROD_0009,2024/02/22,2024-03-02,2024-03-06,1894,1844,94,Closed
PO_101013,SUP_068,PROD_0061,16-05-2024,2024-05-21,2024-05-25,1455,1376,311,Closed
PO_101014,SUP_131,PROD_0171,2024/06/30,2024-07-18,2024-07-18,408,349,243,Open
PO_101015,SUP_109,PROD_0100,19-05-2024,2024-06-04,2024-06-02,200,179,372,Closed
PO_101016,SUP_133,PROD_0222,2024/07/25,2024-08-04,2024-08-10,665,578,311,Delayed
PO_101017,SUP_010,PROD_0295,26-01-2024,2024-02-07,2024-02-05,549,500,98,Closed
PO_101018,SUP_184,PROD_0208,2024/02/03,2024-02-11,2024-02-12,563,528,491,Open
PO_101019,SUP_053,PROD_0178,21-02-2024,2024-03-04,2024-03-05,1114,1109,145,Open
PO_101020,SUP_180,PROD_0245,2024/12/27,2025-01-10,2025-01-07,293,268,134,Delayed
PO_101021,SUP_086,PROD_0234,02-05-2024,2024-05-12,2024-05-14,1495,1306,75,Closed
PO_101022,SUP_068,PROD_0040,07-12-2024,2024-12-27,2024-12-30,784,687,50,Delayed
PO_101023,SUP_064,PROD_0242,05-01-2024,2024-01-21,2024-01-25,1294,1127,40,Closed
PO_101024,SUP_038,PROD_0049,09-01-2024,2024-01-23,2024-01-23,1175,1023,297,Open
PO_101025,SUP_066,PROD_0250,2024/06/20,2024-07-09,2024-07-13,1604,1427,219,Open
PO_101026,SUP_133,PROD_0248,22-08-2024,2024-08-27,2024-08-29,716,622,403,Open
PO_101027,SUP_037,PROD_0183,17-12-2024,2024-12-22,2024-12-21,940,926,478,Closed
PO_101028,SUP_097,PROD_0056,05-05-2024,2024-05-23,2024-05-25,522,478,421,Delayed
PO_101029,SUP_090,PROD_0170,2024/12/13,2025-01-01,2025-01-06,458,439,175,Delayed
PO_101030,SUP_180,PROD_0176,2024/08/01,2024-08-14,2024-08-15,490,431,61,Open
PO_101031,SUP_176,PROD_0076,20-08-2024,2024-09-05,2024-09-06,325,305,44,Delayed
PO_101032,SUP_125,PROD_0148,17-03-2024,2024-03-31,2024-04-06,1243,1072,380,Open
PO_101033,SUP_032,PROD_0028,2024/01/08,2024-01-27,2024-01-24,545,525,184,Open
PO_101034,SUP_065,PROD_0071,03-01-2024,2024-01-21,2024-01-23,1452,1323,467,Open
PO_101035,SUP_188,PROD_0101,14-09-2024,2024-09-23,2024-09-21,1560,1436,178,Delayed
PO_101036,SUP_064,PROD_0198,2024/02/11,2024-02-25,2024-02-25,165,153,282,Open
PO_101037,SUP_112,PROD_0166,20-02-2024,2024-03-04,2024-03-05,1322,1271,199,Closed
PO_101038,SUP_078,PROD_0157,2024/12/15,2024-12-26,2024-12-27,377,325,253,Open
PO_101039,SUP_112,PROD_0050,2024/10/17,2024-11-05,2024-11-10,475,420,232,Delayed
PO_101040,SUP_091,PROD_0219,14-08-2024,2024-08-29,2024-09-03,1503,1396,404,Open
PO_101041,SUP_197,PROD_0216,29-07-2024,2024-08-17,2024-08-14,1968,1717,326,Closed
PO_101042,SUP_159,PROD_0279,10-11-2024,2024-11-24,2024-11-24,1288,1238,302,Open
PO_101043,SUP_196,PROD_0266,28-01-2024,2024-02-14,2024-02-13,925,903,383,Closed
PO_101044,SUP_153,PROD_0050,13-02-2024,2024-02-19,2024-02-20,1799,1677,372,Delayed
PO_101045,SUP_131,PROD_0028,2024/09/03,2024-09-18,2024-09-15,348,339,419,Closed
PO_101046,SUP_173,PROD_0080,21-09-2024,2024-09-30,2024-10-05,1616,1450,293,Delayed
PO_101047,SUP_018,PROD_0001,08-06-2024,2024-06-13,2024-06-17,1377,1209,392,Delayed
PO_101048,SUP_130,PROD_0228,02-03-2024,2024-03-10,2024-03-10,518,490,93,Closed
PO_101049,SUP_140,PROD_0134,2024/03/03,2024-03-17,2024-03-20,1090,1082,134,Delayed
PO_101050,SUP_037,PROD_0124,12-08-2024,2024-08-20,2024-08-23,399,349,365,Delayed
PO_101051,SUP_026,PROD_0253,24-12-2024,2025-01-04,2025-01-08,1083,1014,188,Delayed
PO_101052,SUP_107,PROD_0218,20-05-2024,2024-06-06,2024-06-09,1528,1335,449,Closed
PO_101053,SUP_078,PROD_0018,25-05-2024,2024-06-13,2024-06-11,1255,1231,239,Delayed
PO_101054,SUP_120,PROD_0235,2024/12/02,2024-12-21,2024-12-18,1959,1806,221,Closed
PO_101055,SUP_090,PROD_0269,2024/03/22,2024-04-07,2024-04-12,1852,1773,480,Delayed
PO_101056,SUP_087,PROD_0236,2024/02/02,2024-02-12,2024-02-11,820,788,375,Closed
PO_101057,SUP_097,PROD_0242,2024/05/22,2024-06-05,2024-06-08,239,214,469,Delayed
PO_101058,SUP_149,PROD_0179,2024/12/28,2025-01-10,2025-01-09,1529,1448,205,Delayed
PO_101059,SUP_060,PROD_0050,2024/07/25,2024-08-01,2024-07-29,160,157,476,Closed
PO_101060,SUP_188,PROD_0122,2024/09/12,2024-10-02,2024-10-04,1656,1433,158,Closed
PO_101061,SUP_010,PROD_0038,15-07-2024,2024-08-02,2024-07-31,226,220,353,Open
PO_101062,SUP_097,PROD_0069,2024/11/06,2024-11-11,2024-11-10,757,724,95,Delayed
PO_101063,SUP_074,PROD_0116,11-10-2024,2024-10-22,2024-10-22,617,549,291,Delayed
PO_101064,SUP_150,PROD_0013,23-03-2024,2024-04-10,2024-04-15,1756,1541,444,Closed
PO_101065,SUP_140,PROD_0037,18-01-2024,2024-01-27,2024-01-24,836,753,436,Closed
PO_101066,SUP_122,PROD_0257,2024/12/15,2025-01-04,2025-01-04,1804,1713,146,Open
PO_101067,SUP_019,PROD_0292,2024/11/12,2024-11-21,2024-11-19,998,868,258,Closed
PO_101068,SUP_154,PROD_0277,21-09-2024,2024-10-05,2024-10-03,341,310,295,Closed
PO_101069,SUP_041,PROD_0148,24-04-2024,2024-05-08,2024-05-09,899,783,400,Delayed
PO_101070,SUP_159,PROD_0030,21-10-2024,2024-11-02,2024-11-07,1351,1287,296,Delayed
PO_101071,SUP_108,PROD_0134,26-02-2024,2024-03-17,2024-03-18,1437,1272,55,Open
PO_101072,SUP_194,PROD_0032,2024/01/31,2024-02-09,2024-02-09,1220,1097,458,Open
PO_101073,SUP_157,PROD_0042,2024/02/07,2024-02-13,2024-02-15,244,242,253,Open
PO_101074,SUP_058,PROD_0180,07-03-2024,2024-03-20,2024-03-17,313,293,58,Open
PO_101075,SUP_051,PROD_0274,2024/06/04,2024-06-16,2024-06-13,213,205,53,Delayed
PO_101076,SUP_097,PROD_0065,16-12-2024,2024-12-21,2024-12-26,1087,1033,66,Delayed
PO_101077,SUP_095,PROD_0181,2024/08/06,2024-08-15,2024-08-13,996,895,100,Open
PO_101078,SUP_059,PROD_0212,2024/08/11,2024-08-17,2024-08-17,575,556,87,Delayed
PO_101079,SUP_033,PROD_0225,24-01-2024,2024-01-29,2024-01-29,1764,1591,69,Open
PO_101080,SUP_075,PROD_0067,2024/01/23,2024-02-07,2024-02-09,1333,1288,375,Open
PO_101081,SUP_053,PROD_0254,2024/09/02,2024-09-10,2024-09-08,256,239,168,Closed
PO_101082,SUP_168,PROD_0126,15-08-2024,2024-08-29,2024-08-31,1697,1578,322,Open
PO_101083,SUP_160,PROD_0249,2024/12/23,2024-12-31,2024-12-28,809,722,250,Closed
PO_101084,SUP_054,PROD_0063,2024/04/14,2024-04-23,2024-04-28,572,533,196,Delayed
PO_101085,SUP_117,PROD_0059,2024/03/13,2024-03-19,2024-03-19,1530,1305,265,Open
PO_101086,SUP_022,PROD_0031,18-01-2024,2024-01-31,2024-02-01,1304,1179,236,Delayed
PO_101087,SUP_012,PROD_0115,15-07-2024,2024-08-04,2024-08-01,1866,1691,235,Open
PO_101088,SUP_139,PROD_0179,04-04-2024,2024-04-22,2024-04-27,207,176,378,Delayed
PO_101089,SUP_186,PROD_0223,21-06-2024,2024-07-04,2024-07-10,543,515,427,Delayed
PO_101090,SUP_074,PROD_0274,2024/01/30,2024-02-07,2024-02-12,894,877,409,Open
PO_101091,SUP_061,PROD_0068,2024/10/20,2024-11-02,2024-11-01,880,751,279,Open
PO_101092,SUP_087,PROD_0293,2024/12/15,2024-12-28,2024-12-26,611,569,434,Closed
PO_101093,SUP_168,PROD_0007,11-11-2024,2024-11-24,2024-11-26,650,567,377,Open
PO_101094,SUP_005,PROD_0226,18-10-2024,2024-11-02,2024-11-03,1835,1563,131,Open
PO_101095,SUP_105,PROD_0030,2024/01/19,2024-02-04,2024-02-08,1406,1343,472,Closed
PO_101096,SUP_071,PROD_0133,21-05-2024,2024-06-05,2024-06-03,1002,977,132,Closed
PO_101097,SUP_060,PROD_0059,2024/04/26,2024-05-06,2024-05-05,1884,1620,356,Closed
PO_101098,SUP_059,PROD_0032,2024/12/16,2025-01-04,2025-01-10,749,727,61,Open
PO_101099,SUP_061,PROD_0180,11-05-2024,2024-05-16,2024-05-18,1206,1052,407,Closed
PO_101100,SUP_084,PROD_0293,16-09-2024,2024-10-05,2024-10-03,1146,1069,79,Delayed
