Customer_ID,Customer_Name,Customer_Type,Industry,Region,Contract_Type,Credit_Terms
CUST_0368,Aditya Industries,B2C,Retail,Europe,Annual,Net60
CUST_0369,Rohan Traders,B2B,Automotive,APAC,Quarterly,Net60
CUST_0370,Rahul Corporation,B2B,Retail,APAC,Annual,Net60
CUST_0371,Ananya Distributors,b2b,Ecommerce,APAC,Annual,Net30
CUST_0372,Rahul Distributors,B2B,Healthcare,Europe,Annual,Net60
CUST_0373,Priya Global,B2B,Retail,North America,Annual,Net60
CUST_0374,Vihaan Enterprises,B2C,Healthcare,Europe,Quarterly,Net30
CUST_0375,Aditya Enterprises,B2C,Healthcare,Europe,Quarterly,Net60
CUST_0376,Aditya Traders,B2C,Retail,North America,Quarterly,Net30
CUST_0377,Ananya Industries,B2B,Healthcare,APAC,Quarterly,Net60
CUST_0378,Vikas Global,B2C,Ecommerce,Europe,Quarterly,Net30
CUST_0379,Atharv Traders,b2b,Retail,Europe,Quarterly,Net30
CUST_0380,Neha Traders,B2C,Ecommerce,North America,Annual,Net60
CUST_0381,Neha Corporation,B2C,Healthcare,APAC,Annual,Net30
CUST_0382,Amit Logistics,b2b,Ecommerce,North America,Annual,Net60
CUST_0383,Atharv Industries,B2C,Ecommerce,APAC,Quarterly,Net30
CUST_0384,Shaurya Enterprises,b2b,Ecommerce,Europe,Annual,Net60
CUST_0385,Vikas Retail,b2b,Ecommerce,North America,Quarterly,Net30
CUST_0386,Rahul Distributors,b2b,Automotive,APAC,Annual,Net60
CUST_0387,Vihaan Supply,B2B,Ecommerce,Europe,Quarterly,Net30
CUST_0388,Aarav Industries,B2C,Retail,North America,Annual,Net60
CUST_0389,Rahul Global,B2C,Retail,Europe,Annual,Net60
CUST_0390,Arjun Corporation,B2C,Automotive,APAC,Annual,Net60
CUST_0391,Atharv Traders,B2C,Retail,North America,Quarterly,Net60
CUST_0392,Sneha Industries,B2C,Ecommerce,Europe,Annual,Net60
CUST_0393,Vivaan Industries,B2B,Healthcare,North America,Annual,Net30
CUST_0394,Ishaan Distributors,B2B,Retail,Europe,Quarterly,Net60
CUST_0395,Ishaan Global,b2b,Retail,APAC,Quarterly,Net60
CUST_0396,Aarav Supply,B2B,Ecommerce,North America,Quarterly,Net60
CUST_0397,Aarav Solutions,B2B,Healthcare,North America,Annual,Net30
CUST_0398,Amit Enterprises,B2C,Healthcare,APAC,Quarterly,Net30
CUST_0399,Shaurya Retail,b2b,Healthcare,North America,Quarterly,Net60
CUST_0400,Karan Industries,B2C,Healthcare,Europe,Annual,Net60
CUST_0401,Vikas Supply,B2B,Retail,Europe,Annual,Net30
CUST_0402,Atharv Industries,B2B,Healthcare,North America,Annual,Net60
CUST_0403,Priya Supply,B2B,Ecommerce,Europe,Annual,Net60
CUST_0404,Amit Enterprises,b2b,Retail,Europe,Quarterly,Net30
CUST_0405,Vihaan Traders,B2C,Automotive,Europe,Annual,Net60
CUST_0406,Reyansh Solutions,B2C,Ecommerce,Europe,Quarterly,Net60
CUST_0407,Ananya Retail,B2B,Automotive,North America,Annual,Net30
CUST_0408,Atharv Logistics,B2C,Retail,North America,Quarterly,Net30
CUST_0409,Ananya Supply,b2b,Ecommerce,North America,Annual,Net30
CUST_0410,Shaurya Distributors,B2C,Automotive,North America,Quarterly,Net30
CUST_0411,Priya Industries,b2b,Retail,Europe,Annual,Net60
CUST_0412,Shaurya Traders,B2B,Ecommerce,APAC,Annual,Net30
CUST_0413,Karan Traders,b2b,Ecommerce,APAC,Annual,Net30
CUST_0414,Krishna Logistics,b2b,Healthcare,North America,Quarterly,Net30
CUST_0415,Rohan Corporation,B2C,Healthcare,North America,Annual,Net30
CUST_0416,Priya Logistics,B2C,Retail,North America,Annual,Net30
CUST_0417,Reyansh Traders,B2B,Ecommerce,Europe,Annual,Net60
CUST_0418,Priya Global,B2C,Automotive,North America,Annual,Net60
CUST_0419,Pooja Corporation,b2b,Healthcare,Europe,Quarterly,Net60
CUST_0420,Karan Logistics,b2b,Automotive,North America,Quarterly,Net60
CUST_0421,Aditya Distributors,B2C,Retail,Europe,Annual,Net60
CUST_0422,Shaurya Traders,B2C,Healthcare,North America,Annual,Net60
CUST_0423,Rohan Logistics,B2B,Automotive,North America,Quarterly,Net30
CUST_0424,Arjun Enterprises,B2C,Ecommerce,APAC,Quarterly,Net30
CUST_0425,Reyansh Corporation,B2B,Healthcare,APAC,Quarterly,Net60
CUST_0426,Aditya Traders,b2b,Retail,APAC,Quarterly,Net60
CUST_0427,Ishaan Global,b2b,Automotive,North America,Annual,Net30
CUST_0428,Krishna Retail,B2B,Retail,North America,Annual,Net60
CUST_0429,Aarav Logistics,b2b,Healthcare,APAC,Quarterly,Net30
CUST_0430,Sneha Industries,B2B,Ecommerce,APAC,Annual,Net30
CUST_0431,Rohan Traders,B2C,Retail,Europe,Annual,Net30
CUST_0432,Aditya Distributors,b2b,Automotive,North America,Annual,Net60
CUST_0433,Rahul Solutions,b2b,Retail,Europe,Quarterly,Net30
CUST_0434,Aditya Industries,B2B,Automotive,North America,Quarterly,Net60
CUST_0435,Priya Traders,B2B,Retail,Europe,Annual,Net30
CUST_0436,Amit Supply,b2b,Healthcare,North America,Annual,Net60
CUST_0437,Krishna Distributors,b2b,Retail,North America,Quarterly,Net60
CUST_0438,Vivaan Solutions,B2C,Ecommerce,APAC,Annual,Net60
CUST_0439,Vikas Industries,b2b,Automotive,Europe,Quarterly,Net30
CUST_0440,Neha Supply,B2C,Healthcare,North America,Annual,Net60
CUST_0441,Aditya Logistics,b2b,Automotive,APAC,Quarterly,Net30
CUST_0442,Vivaan Logistics,B2C,Healthcare,North America,Quarterly,Net60
CUST_0443,Neha Industries,b2b,Retail,Europe,Annual,Net60
CUST_0444,Aditya Distributors,B2B,Retail,North America,Quarterly,Net60
CUST_0445,Karan Industries,B2C,Ecommerce,North America,Annual,Net30
CUST_0446,Ishaan Industries,B2C,Automotive,Europe,Annual,Net60
CUST_0447,Vihaan Industries,B2B,Retail,North America,Annual,Net30
CUST_0448,Sneha Traders,b2b,Healthcare,APAC,Quarterly,Net30
CUST_0449,Shaurya Industries,B2B,Healthcare,Europe,Quarterly,Net30
CUST_0450,Shaurya Supply,b2b,Automotive,Europe,Quarterly,Net60
CUST_0451,Vivaan Retail,b2b,Retail,Europe,Annual,Net60
CUST_0452,Arjun Supply,b2b,Automotive,APAC,Annual,Net30
CUST_0453,Aarav Solutions,B2B,Ecommerce,Europe,Quarterly,Net30
CUST_0454,Vihaan Logistics,b2b,Ecommerce,APAC,Quarterly,Net30
CUST_0455,Priya Traders,B2C,Automotive,North America,Quarterly,Net30
CUST_0456,Pooja Logistics,B2B,Retail,North America,Annual,Net60
CUST_0457,Aditya Retail,B2C,Healthcare,Europe,Annual,Net60
CUST_0458,Aarav Traders,B2B,Healthcare,North America,Quarterly,Net30
CUST_0459,Ananya Traders,b2b,Ecommerce,APAC,Annual,Net30
CUST_0460,Aarav Global,B2B,Retail,North America,Quarterly,Net30
CUST_0461,Rohan Logistics,b2b,Ecommerce,North America,Quarterly,Net30
CUST_0462,Krishna Distributors,B2B,Ecommerce,Europe,Annual,Net30
CUST_0463,Shaurya Industries,B2B,Retail,North America,Quarterly,Net60
CUST_0464,Ananya Industries,b2b,Automotive,North America,Annual,Net60
CUST_0465,Aditya Supply,b2b,Automotive,Europe,Annual,Net30
CUST_0466,Atharv Corporation,B2C,Ecommerce,North America,Quarterly,Net60
CUST_0467,Ananya Corporation,B2B,Automotive,APAC,Annual,Net30
CUST_0468,Reyansh Industries,B2B,Ecommerce,Europe,Quarterly,Net60
CUST_0469,Arjun Distributors,B2C,Retail,Europe,Quarterly,Net60
CUST_0470,Shaurya Industries,B2B,Retail,North America,Quarterly,Net30
CUST_0471,Krishna Traders,B2B,Automotive,North America,Annual,Net60
CUST_0472,Neha Distributors,B2B,Healthcare,Europe,Annual,Net30
CUST_0473,Neha Retail,b2b,Retail,APAC,Quarterly,Net30
CUST_0474,Reyansh Industries,B2B,Automotive,APAC,Annual,Net30
CUST_0475,Neha Traders,b2b,Automotive,North America,Quarterly,Net30
CUST_0476,Aarav Industries,B2B,Ecommerce,APAC,Annual,Net60
CUST_0477,Arjun Logistics,B2C,Automotive,APAC,Quarterly,Net60
CUST_0478,Sneha Logistics,B2C,Ecommerce,APAC,Quarterly,Net30
CUST_0479,Vihaan Corporation,B2C,Ecommerce,APAC,Annual,Net30
CUST_0480,Atharv Retail,B2C,Ecommerce,APAC,Annual,Net60
CUST_0481,Neha Enterprises,B2C,Retail,North America,Annual,Net30
CUST_0482,Neha Traders,B2C,Ecommerce,Europe,Quarterly,Net60
CUST_0483,Shaurya Enterprises,B2B,Healthcare,North America,Annual,Net30
CUST_0484,Shaurya Logistics,B2C,Healthcare,North America,Annual,Net30
CUST_0485,Arjun Solutions,b2b,Retail,Europe,Annual,Net30
CUST_0486,Karan Global,B2C,Retail,APAC,Annual,Net60
CUST_0487,Rahul Supply,B2B,Healthcare,North America,Annual,Net30
CUST_0488,Sneha Distributors,B2C,Retail,Europe,Annual,Net30
CUST_0489,Vivaan Solutions,b2b,Retail,APAC,Quarterly,Net30
CUST_0490,Rohan Supply,B2B,Retail,Europe,Annual,Net60
CUST_0491,Vivaan Logistics,B2B,Retail,APAC,Quarterly,Net30
CUST_0492,Rahul Global,b2b,Automotive,Europe,Quarterly,Net60
CUST_0493,Reyansh Enterprises,b2b,Ecommerce,North America,Quarterly,Net60
CUST_0494,Vihaan Distributors,b2b,Healthcare,APAC,Annual,Net60
CUST_0495,Atharv Corporation,B2B,Retail,North America,Annual,Net60
CUST_0496,Karan Logistics,B2B,Healthcare,North America,Annual,Net30
CUST_0497,Sneha Enterprises,B2C,Automotive,APAC,Quarterly,Net60
CUST_0498,Vihaan Industries,b2b,Healthcare,Europe,Annual,Net60
CUST_0499,Krishna Solutions,b2b,Automotive,Europe,Quarterly,Net30
CUST_0500,Aarav Logistics,B2C,Ecommerce,North America,Quarterly,Net30
