Sales_Order_ID,Customer_ID,Product_ID,Order_Date,Quantity_Ordered,Order_Value,Order_Channel,Order_Status
SO_101396,CUST_0064,PROD_0241,2024-02-19,380,185060,Distributor,Pending
SO_101397,CUST_0405,PROD_0088,2024-10-20,168,39144,Online,Cancelled
SO_101398,CUST_0477,PROD_0185,2024-01-12,402,159594,Distributor,Pending
SO_101399,CUST_0087,PROD_0030,2024-01-17,154,64372,Online,Pending
SO_101400,CUST_0252,PROD_0151,2024-08-04,10,8200,Distributor,Completed
SO_101401,CUST_0396,PROD_0247,2024-04-19,23,8165,Distributor,Completed
SO_101402,CUST_0096,PROD_0055,2024-07-02,340,290360,Distributor,Completed
SO_101403,CUST_0111,PROD_0231,2024-06-03,363,142296,Distributor,Pending
SO_101404,CUST_0221,PROD_0145,2024-10-19,48,44400,Distributor,Completed
SO_101405,CUST_0479,PROD_0284,2024-05-11,416,374816,Direct,Completed
SO_101406,CUST_0357,PROD_0274,2024-01-09,396,383724,Direct,Cancelled
SO_101407,CUST_0133,PROD_0004,2024-01-22,322,124614,Direct,Cancelled
SO_101408,CUST_0038,PROD_0017,2024-04-19,139,116204,Distributor,Cancelled
SO_101409,CUST_0408,PROD_0220,2024-03-15,388,277808,Online,Cancelled
SO_101410,CUST_0320,PROD_0058,2024-08-08,292,277108,Direct,Cancelled
SO_101411,CUST_0291,PROD_0038,2024-12-27,47,8554,Direct,Pending
SO_101412,CUST_0443,PROD_0166,2024-07-21,265,152905,Direct,Completed
SO_101413,CUST_0016,PROD_0202,2024-12-26,166,128982,Online,Completed
SO_101414,CUST_0368,PROD_0220,2024-04-05,194,160826,Distributor,Cancelled
SO_101415,CUST_0412,PROD_0054,2024-10-14,317,154696,Direct,Pending
SO_101416,CUST_0192,PROD_0085,2024-11-25,53,38902,Distributor,Cancelled
SO_101417,CUST_0432,PROD_0059,2024-09-19,498,86154,Direct,Completed
SO_101418,CUST_0184,PROD_0234,2024-08-29,372,85188,Distributor,Pending
SO_101419,CUST_0309,PROD_0240,2024-10-08,171,170487,Distributor,Completed
SO_101420,CUST_0141,PROD_0147,2024-09-17,326,293400,Online,Completed
SO_101421,CUST_0296,PROD_0025,2024-05-03,404,176144,Direct,Pending
SO_101422,CUST_0345,PROD_0276,2024-08-16,425,387175,Direct,Pending
SO_101423,CUST_0257,PROD_0261,2024-06-24,227,79677,Online,Completed
SO_101424,CUST_0053,PROD_0134,2024-10-29,361,100719,Distributor,Pending
SO_101425,CUST_0448,PROD_0140,2024-07-16,294,241080,Direct,Cancelled
SO_101426,CUST_0244,PROD_0204,2024-03-26,452,310976,Online,Completed
SO_101427,CUST_0020,PROD_0181,2024-07-27,416,179296,Distributor,Cancelled
SO_101428,CUST_0319,PROD_0049,2024-09-28,338,87204,Online,Completed
SO_101429,CUST_0003,PROD_0300,2024-10-25,124,17980,Online,Completed
SO_101430,CUST_0388,PROD_0243,2024-03-31,315,253260,Online,Pending
SO_101431,CUST_0107,PROD_0049,2024-04-23,413,206500,Distributor,Pending
SO_101432,CUST_0266,PROD_0238,2024-06-03,21,15351,Online,Completed
SO_101433,CUST_0094,PROD_0120,2024-02-19,415,278050,Distributor,Pending
SO_101434,CUST_0053,PROD_0006,2024-12-31,53,23585,Distributor,Cancelled
SO_101435,CUST_0092,PROD_0108,2024-08-12,499,202095,Distributor,Cancelled
SO_101436,CUST_0085,PROD_0119,2024-11-08,287,196882,Distributor,Completed
SO_101437,CUST_0468,PROD_0223,2024-08-04,482,246302,Distributor,Completed
SO_101438,CUST_0411,PROD_0015,2024-06-26,207,192303,Distributor,Completed
SO_101439,CUST_0266,PROD_0214,2024-07-11,264,211728,Direct,Pending
SO_101440,CUST_0470,PROD_0131,2024-04-26,202,44642,Distributor,Cancelled
SO_101441,CUST_0035,PROD_0273,2024-08-21,183,173667,Direct,Pending
SO_101442,CUST_0147,PROD_0039,2024-04-29,236,193284,Direct,Cancelled
SO_101443,CUST_0340,PROD_0242,2024-02-15,193,155751,Direct,Cancelled
SO_101444,CUST_0330,PROD_0046,2024-01-31,135,107865,Distributor,Cancelled
SO_101445,CUST_0238,PROD_0043,2024-09-14,93,70122,Online,Pending
SO_101446,CUST_0462,PROD_0053,2024-04-21,53,24433,Online,Completed
SO_101447,CUST_0144,PROD_0021,2024-01-06,61,55327,Distributor,Pending
SO_101448,CUST_0402,PROD_0065,2024-05-18,235,116560,Direct,Completed
SO_101449,CUST_0290,PROD_0171,2024-06-04,381,39624,Direct,Pending
SO_101450,CUST_0056,PROD_0020,2024-02-05,325,302250,Online,Cancelled
SO_101451,CUST_0112,PROD_0082,2024-09-11,77,9163,Online,Completed
SO_101452,CUST_0453,PROD_0299,2024-09-18,454,327334,Online,Completed
SO_101453,CUST_0206,PROD_0112,2024-07-23,270,48060,Direct,Cancelled
SO_101454,CUST_0078,PROD_0136,2024-10-07,226,168596,Direct,Completed
SO_101455,CUST_0399,PROD_0297,2024-04-03,118,96996,Online,Completed
SO_101456,CUST_0332,PROD_0257,2024-10-21,272,211616,Distributor,Completed
SO_101457,CUST_0456,PROD_0134,2024-03-24,172,87548,Online,Cancelled
SO_101458,CUST_0465,PROD_0260,2024-10-31,379,61398,Online,Completed
SO_101459,CUST_0376,PROD_0280,2024-02-18,470,181890,Direct,Completed
SO_101460,CUST_0239,PROD_0244,2024-08-24,397,383502,Distributor,Pending
SO_101461,CUST_0380,PROD_0099,2024-04-28,298,144828,Direct,Pending
SO_101462,CUST_0392,PROD_0178,2024-11-02,369,64575,Direct,Pending
SO_101463,CUST_0143,PROD_0073,2024-12-23,331,226735,Online,Cancelled
SO_101464,CUST_0085,PROD_0186,2024-08-02,55,39765,Distributor,Pending
SO_101465,CUST_0428,PROD_0148,2024-01-07,338,67938,Direct,Completed
SO_101466,CUST_0054,PROD_0186,2024-12-09,444,112332,Online,Completed
SO_101467,CUST_0231,PROD_0228,2024-07-19,257,114365,Distributor,Pending
SO_101468,CUST_0409,PROD_0057,2024-01-14,445,415630,Direct,Cancelled
SO_101469,CUST_0488,PROD_0066,2024-02-19,300,95100,Distributor,Pending
SO_101470,CUST_0329,PROD_0268,2024-05-15,259,76405,Online,Completed
SO_101471,CUST_0468,PROD_0183,2024-08-27,210,207690,Distributor,Cancelled
SO_101472,CUST_0393,PROD_0142,2024-10-24,72,8712,Direct,Pending
SO_101473,CUST_0415,PROD_0067,2024-09-21,127,126873,Direct,Completed
SO_101474,CUST_0125,PROD_0248,2024-04-24,486,471906,Direct,Pending
SO_101475,CUST_0159,PROD_0038,2024-01-05,95,38760,Direct,Pending
SO_101476,CUST_0281,PROD_0048,2024-09-14,232,23896,Online,Cancelled
SO_101477,CUST_0256,PROD_0286,2024-05-08,158,105386,Direct,Completed
SO_101478,CUST_0366,PROD_0021,2024-12-29,104,70616,Online,Pending
SO_101479,CUST_0100,PROD_0004,2024-07-21,329,220430,Distributor,Cancelled
SO_101480,CUST_0439,PROD_0230,2024-02-21,349,86203,Online,Pending
SO_101481,CUST_0047,PROD_0051,2024-02-10,59,18113,Direct,Completed
SO_101482,CUST_0293,PROD_0286,2024-09-17,451,346819,Online,Pending
SO_101483,CUST_0409,PROD_0297,2024-02-24,126,43596,Online,Pending
SO_101484,CUST_0032,PROD_0150,2024-07-06,465,270630,Direct,Completed
SO_101485,CUST_0395,PROD_0137,2024-05-27,179,129059,Direct,Pending
SO_101486,CUST_0351,PROD_0299,2024-08-02,282,53862,Distributor,Completed
SO_101487,CUST_0489,PROD_0252,2024-09-09,231,177639,Distributor,Completed
SO_101488,CUST_0010,PROD_0050,2024-08-02,106,61798,Distributor,Completed
SO_101489,CUST_0367,PROD_0270,2024-09-26,226,214022,Online,Cancelled
SO_101490,CUST_0079,PROD_0270,2024-08-19,237,41238,Distributor,Cancelled
SO_101491,CUST_0182,PROD_0262,2024-02-09,52,37856,Distributor,Pending
SO_101492,CUST_0408,PROD_0300,2024-10-19,188,159612,Distributor,Cancelled
SO_101493,CUST_0145,PROD_0047,2024-10-17,429,331617,Direct,Completed
SO_101494,CUST_0201,PROD_0123,2024-05-29,105,30765,Online,Completed
SO_101495,CUST_0414,PROD_0203,2024-08-13,61,22204,Online,Cancelled
SO_101496,CUST_0177,PROD_0215,2024-01-30,50,17250,Distributor,Cancelled
SO_101497,CUST_0086,PROD_0260,2024-06-24,140,74900,Distributor,Completed
SO_101498,CUST_0156,PROD_0082,2024-06-05,362,339918,Direct,Cancelled
SO_101499,CUST_0314,PROD_0293,2024-02-22,268,108808,Online,Completed
SO_101500,CUST_0056,PROD_0286,2024-01-29,276,81972,Distributor,Cancelled
SO_101501,CUST_0056,PROD_0167,2024-11-16,114,82992,Direct,Pending
SO_101502,CUST_0005,PROD_0061,2024-09-07,476,147084,Online,Cancelled
SO_101503,CUST_0254,PROD_0211,2024-11-07,105,50400,Online,Completed
SO_101504,CUST_0257,PROD_0041,2024-07-20,28,14308,Distributor,Pending
SO_101505,CUST_0477,PROD_0075,2024-12-12,146,130962,Direct,Cancelled
SO_101506,CUST_0320,PROD_0213,2024-05-23,419,388413,Direct,Cancelled
SO_101507,CUST_0451,PROD_0205,2024-06-21,266,77672,Direct,Cancelled
SO_101508,CUST_0437,PROD_0073,2024-10-30,439,151455,Distributor,Completed
SO_101509,CUST_0242,PROD_0175,2024-12-20,71,70503,Direct,Pending
SO_101510,CUST_0388,PROD_0223,2024-11-07,127,94488,Distributor,Completed
SO_101511,CUST_0277,PROD_0057,2024-07-17,228,106248,Online,Completed
SO_101512,CUST_0310,PROD_0112,2024-03-18,479,455050,Online,Completed
SO_101513,CUST_0315,PROD_0035,2024-07-08,13,2340,Distributor,Pending
SO_101514,CUST_0172,PROD_0168,2024-11-18,31,28923,Distributor,Completed
SO_101515,CUST_0486,PROD_0066,2024-03-31,385,362285,Online,Completed
SO_101516,CUST_0217,PROD_0127,2024-01-03,430,125130,Distributor,Pending
SO_101517,CUST_0355,PROD_0172,2024-02-12,242,153186,Direct,Completed
SO_101518,CUST_0107,PROD_0015,2024-06-28,446,307294,Distributor,Pending
SO_101519,CUST_0202,PROD_0235,2024-01-02,82,28208,Direct,Pending
SO_101520,CUST_0256,PROD_0288,2024-05-27,305,211060,Direct,Completed
SO_101521,CUST_0326,PROD_0126,2024-12-22,107,37985,Online,Pending
SO_101522,CUST_0160,PROD_0057,2024-05-20,462,327558,Online,Cancelled
SO_101523,CUST_0147,PROD_0242,2024-07-15,230,189290,Distributor,Completed
SO_101524,CUST_0273,PROD_0075,2024-10-28,295,133045,Direct,Cancelled
SO_101525,CUST_0256,PROD_0198,2024-12-30,123,112176,Online,Pending
SO_101526,CUST_0394,PROD_0175,2024-05-28,163,74491,Distributor,Completed
SO_101527,CUST_0463,PROD_0240,2024-05-30,167,69973,Online,Pending
SO_101528,CUST_0367,PROD_0223,2024-03-17,16,7728,Distributor,Cancelled
SO_101529,CUST_0472,PROD_0090,2024-06-20,347,155109,Direct,Cancelled
SO_101530,CUST_0457,PROD_0041,2024-02-10,12,1992,Direct,Pending
SO_101531,CUST_0085,PROD_0260,2024-05-08,111,26751,Direct,Completed
SO_101532,CUST_0497,PROD_0226,2024-01-23,138,46092,Online,Pending
SO_101533,CUST_0394,PROD_0278,2024-07-21,144,104544,Distributor,Pending
SO_101534,CUST_0120,PROD_0249,2024-08-21,94,16732,Online,Pending
SO_101535,CUST_0218,PROD_0287,2024-08-29,225,58050,Direct,Completed
SO_101536,CUST_0301,PROD_0156,2024-07-19,392,238336,Distributor,Completed
SO_101537,CUST_0397,PROD_0120,2024-04-24,50,8600,Direct,Completed
SO_101538,CUST_0386,PROD_0146,2024-05-30,16,15360,Online,Cancelled
SO_101539,CUST_0175,PROD_0036,2024-03-01,171,24453,Direct,Completed
SO_101540,CUST_0111,PROD_0056,2024-08-12,154,78848,Direct,Completed
SO_101541,CUST_0404,PROD_0060,2024-07-15,203,99876,Online,Cancelled
SO_101542,CUST_0280,PROD_0076,2024-08-19,248,132432,Online,Completed
SO_101543,CUST_0017,PROD_0002,2024-11-12,361,346560,Distributor,Pending
SO_101544,CUST_0264,PROD_0268,2024-08-13,31,14167,Distributor,Pending
SO_101545,CUST_0312,PROD_0112,2024-05-16,456,346560,Direct,Completed
SO_101546,CUST_0494,PROD_0070,2024-11-02,331,134055,Direct,Cancelled
SO_101547,CUST_0101,PROD_0011,2024-11-19,320,100160,Distributor,Cancelled
SO_101548,CUST_0192,PROD_0217,2024-08-28,449,387936,Online,Cancelled
SO_101549,CUST_0038,PROD_0214,2024-09-30,209,106172,Online,Cancelled
SO_101550,CUST_0137,PROD_0135,2024-09-18,453,221517,Online,Cancelled
SO_101551,CUST_0282,PROD_0027,2024-04-03,328,240096,Distributor,Pending
SO_101552,CUST_0084,PROD_0036,2024-03-05,197,55948,Distributor,Cancelled
SO_101553,CUST_0331,PROD_0294,2024-08-29,399,324387,Distributor,Pending
SO_101554,CUST_0469,PROD_0140,2024-04-25,157,78343,Distributor,Cancelled
SO_101555,CUST_0025,PROD_0189,2024-02-09,198,115632,Direct,Cancelled
SO_101556,CUST_0077,PROD_0204,2024-01-14,80,40960,Distributor,Cancelled
SO_101557,CUST_0396,PROD_0131,2024-12-12,169,142974,Direct,Pending
SO_101558,CUST_0110,PROD_0044,2024-07-15,300,294000,Distributor,Completed
SO_101559,CUST_0284,PROD_0147,2024-10-23,272,240176,Distributor,Cancelled
SO_101560,CUST_0427,PROD_0099,2024-06-14,113,28137,Distributor,Cancelled
SO_101561,CUST_0118,PROD_0165,2024-08-24,124,122512,Online,Pending
SO_101562,CUST_0142,PROD_0031,2024-07-15,208,173680,Direct,Pending
SO_101563,CUST_0195,PROD_0297,2024-10-07,298,195488,Online,Completed
SO_101564,CUST_0375,PROD_0093,2024-09-25,412,190756,Distributor,Cancelled
SO_101565,CUST_0248,PROD_0020,2024-08-18,12,9288,Direct,Cancelled
SO_101566,CUST_0278,PROD_0169,2024-02-13,349,276408,Direct,Cancelled
SO_101567,CUST_0158,PROD_0035,2024-08-22,247,51129,Direct,Cancelled
SO_101568,CUST_0070,PROD_0164,2024-02-10,26,23114,Distributor,Cancelled
SO_101569,CUST_0106,PROD_0251,2024-02-10,288,226080,Distributor,Pending
SO_101570,CUST_0206,PROD_0249,2024-05-01,294,281946,Distributor,Completed
SO_101571,CUST_0015,PROD_0262,2024-10-03,109,70305,Online,Cancelled
SO_101572,CUST_0454,PROD_0251,2024-06-30,38,30476,Distributor,Pending
SO_101573,CUST_0288,PROD_0053,2024-05-16,355,152295,Direct,Completed
SO_101574,CUST_0306,PROD_0270,2024-06-30,348,323292,Distributor,Completed
SO_101575,CUST_0008,PROD_0168,2024-07-01,407,63492,Distributor,Cancelled
SO_101576,CUST_0448,PROD_0159,2024-09-03,400,139600,Distributor,Completed
SO_101577,CUST_0465,PROD_0245,2024-09-27,131,29606,Direct,Pending
SO_101578,CUST_0191,PROD_0139,2024-06-30,330,53130,Distributor,Cancelled
SO_101579,CUST_0363,PROD_0007,2024-07-22,272,29920,Online,Completed
SO_101580,CUST_0225,PROD_0215,2024-04-18,390,118950,Direct,Completed
SO_101581,CUST_0173,PROD_0202,2024-04-08,14,4802,Distributor,Completed
SO_101582,CUST_0057,PROD_0011,2024-10-23,252,99792,Online,Completed
SO_101583,CUST_0438,PROD_0154,2024-11-27,188,28764,Online,Pending
SO_101584,CUST_0041,PROD_0195,2024-04-22,91,70434,Direct,Cancelled
SO_101585,CUST_0175,PROD_0085,2024-06-26,333,255744,Direct,Pending
SO_101586,CUST_0156,PROD_0107,2024-04-19,395,180515,Online,Cancelled
SO_101587,CUST_0381,PROD_0145,2024-03-06,352,121440,Distributor,Pending
SO_101588,CUST_0464,PROD_0205,2024-11-27,423,357012,Direct,Pending
SO_101589,CUST_0162,PROD_0088,2024-06-20,131,113184,Distributor,Pending
SO_101590,CUST_0113,PROD_0017,2024-08-09,32,14688,Distributor,Pending
SO_101591,CUST_0256,PROD_0194,2024-04-15,122,101382,Online,Cancelled
SO_101592,CUST_0155,PROD_0029,2024-09-10,178,75828,Direct,Completed
SO_101593,CUST_0275,PROD_0187,2024-07-19,458,260144,Distributor,Completed
SO_101594,CUST_0343,PROD_0294,2024-07-03,34,9656,Online,Pending
SO_101595,CUST_0329,PROD_0231,2024-06-30,182,114478,Online,Cancelled
SO_101596,CUST_0495,PROD_0193,2024-07-16,57,37164,Online,Completed
SO_101597,CUST_0407,PROD_0223,2024-05-29,22,12914,Direct,Pending
SO_101598,CUST_0121,PROD_0079,2024-08-21,77,60445,Direct,Completed
SO_101599,CUST_0451,PROD_0184,2024-12-08,16,4000,Online,Cancelled
SO_101600,CUST_0029,PROD_0212,2024-01-21,347,207159,Direct,Cancelled
SO_101601,CUST_0473,PROD_0201,2024-12-16,349,95626,Direct,Pending
SO_101602,CUST_0483,PROD_0260,2024-12-30,226,172212,Online,Pending
SO_101603,CUST_0411,PROD_0046,2024-05-27,66,34452,Direct,Completed
SO_101604,CUST_0167,PROD_0124,2024-02-03,451,256619,Online,Completed
SO_101605,CUST_0090,PROD_0023,2024-05-04,371,48601,Distributor,Completed
SO_101606,CUST_0227,PROD_0082,2024-07-25,15,2955,Distributor,Pending
SO_101607,CUST_0347,PROD_0246,2024-06-25,206,51912,Direct,Pending
SO_101608,CUST_0300,PROD_0234,2024-09-24,224,179648,Distributor,Completed
SO_101609,CUST_0253,PROD_0242,2024-09-13,158,156420,Direct,Cancelled
SO_101610,CUST_0394,PROD_0161,2024-01-29,55,36245,Direct,Completed
SO_101611,CUST_0234,PROD_0229,2024-05-07,436,82404,Distributor,Completed
SO_101612,CUST_0301,PROD_0047,2024-04-26,456,316464,Distributor,Cancelled
SO_101613,CUST_0289,PROD_0230,2024-03-28,474,247902,Online,Completed
SO_101614,CUST_0021,PROD_0026,2024-05-29,208,96304,Distributor,Completed
SO_101615,CUST_0076,PROD_0244,2024-04-15,19,4959,Direct,Pending
SO_101616,CUST_0059,PROD_0214,2024-05-11,500,462000,Distributor,Completed
SO_101617,CUST_0113,PROD_0085,2024-06-04,138,101430,Distributor,Cancelled
SO_101618,CUST_0001,PROD_0201,2024-12-23,117,43875,Online,Completed
SO_101619,CUST_0222,PROD_0162,2024-04-03,178,113386,Online,Pending
SO_101620,CUST_0204,PROD_0204,2024-08-13,155,26815,Distributor,Cancelled
SO_101621,CUST_0360,PROD_0061,2024-11-20,27,22599,Distributor,Completed
SO_101622,CUST_0393,PROD_0158,2024-02-13,121,42471,Distributor,Cancelled
SO_101623,CUST_0489,PROD_0199,2024-07-01,420,324240,Direct,Pending
SO_101624,CUST_0279,PROD_0029,2024-06-17,307,270467,Distributor,Completed
SO_101625,CUST_0355,PROD_0065,2024-08-22,208,70928,Distributor,Pending
SO_101626,CUST_0272,PROD_0126,2024-10-07,340,338980,Online,Cancelled
SO_101627,CUST_0349,PROD_0088,2024-11-26,22,8536,Distributor,Completed
SO_101628,CUST_0489,PROD_0248,2024-06-19,36,13500,Online,Cancelled
SO_101629,CUST_0277,PROD_0266,2024-06-22,326,257214,Online,Completed
SO_101630,CUST_0283,PROD_0043,2024-12-15,81,59211,Direct,Cancelled
SO_101631,CUST_0138,PROD_0054,2024-08-19,136,133688,Online,Completed
SO_101632,CUST_0189,PROD_0214,2024-06-30,473,239338,Direct,Completed
SO_101633,CUST_0497,PROD_0158,2024-09-03,91,88634,Distributor,Completed
SO_101634,CUST_0092,PROD_0155,2024-03-04,151,121102,Distributor,Cancelled
SO_101635,CUST_0007,PROD_0014,2024-09-17,115,104765,Direct,Cancelled
SO_101636,CUST_0231,PROD_0278,2024-03-16,240,117360,Online,Pending
SO_101637,CUST_0335,PROD_0187,2024-07-17,490,480200,Distributor,Cancelled
SO_101638,CUST_0440,PROD_0248,2024-03-12,89,66127,Distributor,Cancelled
SO_101639,CUST_0145,PROD_0120,2024-02-20,82,31406,Online,Completed
SO_101640,CUST_0181,PROD_0157,2024-04-26,45,44910,Distributor,Cancelled
SO_101641,CUST_0148,PROD_0284,2024-10-12,441,179046,Direct,Cancelled
SO_101642,CUST_0340,PROD_0287,2024-03-10,204,181968,Direct,Pending
SO_101643,CUST_0254,PROD_0257,2024-01-19,169,106470,Online,Completed
SO_101644,CUST_0089,PROD_0166,2024-08-24,204,163404,Direct,Completed
SO_101645,CUST_0046,PROD_0044,2024-08-16,50,46450,Distributor,Cancelled
SO_101646,CUST_0295,PROD_0267,2024-11-13,196,37240,Direct,Pending
SO_101647,CUST_0355,PROD_0135,2024-11-18,472,126496,Online,Pending
SO_101648,CUST_0332,PROD_0007,2024-09-25,73,46939,Distributor,Completed
SO_101649,CUST_0002,PROD_0267,2024-02-07,391,112608,Online,Cancelled
SO_101650,CUST_0026,PROD_0071,2024-12-02,480,195360,Online,Cancelled
SO_101651,CUST_0430,PROD_0091,2024-11-17,201,182508,Direct,Cancelled
SO_101652,CUST_0390,PROD_0226,2024-06-10,226,112548,Direct,Completed
SO_101653,CUST_0200,PROD_0157,2024-03-04,134,27202,Distributor,Cancelled
SO_101654,CUST_0428,PROD_0288,2024-09-17,298,36654,Direct,Completed
SO_101655,CUST_0281,PROD_0245,2024-10-23,190,161120,Distributor,Completed
SO_101656,CUST_0347,PROD_0101,2024-07-08,175,27825,Direct,Pending
SO_101657,CUST_0368,PROD_0140,2024-01-24,166,147906,Distributor,Cancelled
SO_101658,CUST_0382,PROD_0139,2024-01-04,433,410051,Distributor,Pending
SO_101659,CUST_0345,PROD_0038,2024-02-16,245,171500,Distributor,Pending
SO_101660,CUST_0257,PROD_0090,2024-12-03,12,1548,Direct,Cancelled
SO_101661,CUST_0157,PROD_0165,2024-03-25,47,22466,Distributor,Pending
SO_101662,CUST_0145,PROD_0211,2024-08-03,406,258622,Distributor,Pending
SO_101663,CUST_0167,PROD_0182,2024-03-12,473,68585,Online,Cancelled
SO_101664,CUST_0079,PROD_0090,2024-10-03,382,246008,Online,Cancelled
SO_101665,CUST_0434,PROD_0011,2024-03-02,282,149178,Direct,Pending
SO_101666,CUST_0461,PROD_0118,2024-09-25,238,227052,Online,Pending
SO_101667,CUST_0168,PROD_0099,2024-06-01,355,258795,Direct,Completed
SO_101668,CUST_0358,PROD_0143,2024-09-13,369,363096,Online,Cancelled
SO_101669,CUST_0464,PROD_0108,2024-10-25,311,233561,Direct,Pending
SO_101670,CUST_0295,PROD_0043,2024-12-28,340,49640,Direct,Completed
SO_101671,CUST_0171,PROD_0069,2024-08-13,218,201868,Direct,Pending
SO_101672,CUST_0221,PROD_0007,2024-07-04,51,42177,Direct,Pending
SO_101673,CUST_0023,PROD_0034,2024-11-08,109,37169,Distributor,Cancelled
SO_101674,CUST_0415,PROD_0048,2024-04-04,402,330444,Online,Pending
SO_101675,CUST_0120,PROD_0031,2024-04-21,397,275518,Distributor,Completed
SO_101676,CUST_0077,PROD_0178,2024-05-17,348,155208,Online,Pending
SO_101677,CUST_0375,PROD_0257,2024-07-29,82,32554,Online,Pending
SO_101678,CUST_0351,PROD_0299,2024-01-02,135,61965,Distributor,Pending
SO_101679,CUST_0197,PROD_0116,2024-01-30,188,176908,Distributor,Cancelled
SO_101680,CUST_0343,PROD_0016,2024-05-04,27,14391,Direct,Completed
SO_101681,CUST_0383,PROD_0028,2024-05-10,411,73569,Direct,Pending
SO_101682,CUST_0413,PROD_0172,2024-07-15,154,111804,Online,Cancelled
SO_101683,CUST_0136,PROD_0300,2024-09-13,428,403604,Online,Completed
SO_101684,CUST_0363,PROD_0205,2024-03-07,49,28959,Distributor,Completed
SO_101685,CUST_0435,PROD_0202,2024-10-02,456,59736,Distributor,Cancelled
SO_101686,CUST_0159,PROD_0004,2024-05-11,320,150080,Online,Cancelled
SO_101687,CUST_0163,PROD_0230,2024-10-20,69,57891,Distributor,Completed
SO_101688,CUST_0430,PROD_0007,2024-05-13,490,276850,Direct,Completed
SO_101689,CUST_0139,PROD_0299,2024-11-18,11,4785,Distributor,Cancelled
SO_101690,CUST_0149,PROD_0253,2024-05-29,314,136276,Direct,Pending
SO_101691,CUST_0444,PROD_0270,2024-08-13,203,88102,Online,Pending
SO_101692,CUST_0057,PROD_0262,2024-04-11,298,185356,Distributor,Pending
SO_101693,CUST_0476,PROD_0105,2024-08-22,158,157368,Direct,Cancelled
SO_101694,CUST_0236,PROD_0126,2024-03-16,346,287872,Distributor,Pending
SO_101695,CUST_0378,PROD_0102,2024-03-24,157,147737,Online,Completed
SO_101696,CUST_0040,PROD_0285,2024-11-09,292,166732,Direct,Pending
SO_101697,CUST_0283,PROD_0014,2024-10-25,393,267633,Distributor,Pending
SO_101698,CUST_0235,PROD_0184,2024-02-09,440,214720,Online,Completed
SO_101699,CUST_0445,PROD_0193,2024-07-13,215,50740,Distributor,Pending
SO_101700,CUST_0099,PROD_0154,2024-10-15,205,79540,Direct,Cancelled
SO_101701,CUST_0154,PROD_0005,2024-05-01,137,65212,Direct,Completed
SO_101702,CUST_0184,PROD_0144,2024-01-18,270,260010,Direct,Pending
SO_101703,CUST_0248,PROD_0184,2024-05-28,225,211500,Online,Completed
SO_101704,CUST_0335,PROD_0155,2024-09-22,192,63936,Online,Cancelled
SO_101705,CUST_0290,PROD_0021,2024-08-11,36,13932,Online,Pending
SO_101706,CUST_0216,PROD_0228,2024-10-18,59,35813,Online,Cancelled
SO_101707,CUST_0171,PROD_0078,2024-06-08,403,118885,Direct,Completed
SO_101708,CUST_0367,PROD_0153,2024-10-26,293,53912,Distributor,Cancelled
SO_101709,CUST_0279,PROD_0208,2024-01-15,254,209296,Direct,Completed
SO_101710,CUST_0488,PROD_0210,2024-02-29,430,380550,Online,Pending
SO_101711,CUST_0158,PROD_0294,2024-09-29,119,51408,Online,Pending
SO_101712,CUST_0219,PROD_0230,2024-05-10,184,125304,Distributor,Pending
SO_101713,CUST_0440,PROD_0191,2024-06-06,101,100899,Distributor,Pending
SO_101714,CUST_0201,PROD_0054,2024-10-17,462,76692,Distributor,Pending
SO_101715,CUST_0091,PROD_0225,2024-10-11,184,116656,Online,Completed
SO_101716,CUST_0029,PROD_0045,2024-09-17,62,48732,Distributor,Pending
SO_101717,CUST_0019,PROD_0069,2024-07-22,338,311974,Distributor,Completed
SO_101718,CUST_0472,PROD_0040,2024-12-12,174,18270,Direct,Completed
SO_101719,CUST_0035,PROD_0161,2024-10-31,15,6315,Online,Pending
SO_101720,CUST_0087,PROD_0015,2024-03-10,366,210084,Online,Pending
SO_101721,CUST_0403,PROD_0013,2024-11-30,146,70080,Direct,Cancelled
SO_101722,CUST_0169,PROD_0151,2024-07-21,415,151060,Online,Pending
SO_101723,CUST_0369,PROD_0187,2024-10-28,169,91260,Distributor,Cancelled
SO_101724,CUST_0344,PROD_0216,2024-10-25,277,216891,Distributor,Completed
SO_101725,CUST_0204,PROD_0035,2024-09-18,162,65934,Distributor,Cancelled
SO_101726,CUST_0378,PROD_0092,2024-02-01,368,80592,Distributor,Completed
SO_101727,CUST_0383,PROD_0089,2024-12-10,389,103863,Direct,Completed
SO_101728,CUST_0228,PROD_0204,2024-07-26,433,425206,Online,Pending
SO_101729,CUST_0070,PROD_0078,2024-01-09,21,19236,Direct,Cancelled
SO_101730,CUST_0010,PROD_0146,2024-12-19,418,319770,Online,Completed
SO_101731,CUST_0053,PROD_0174,2024-03-11,102,42024,Direct,Cancelled
SO_101732,CUST_0143,PROD_0115,2024-08-06,222,205572,Online,Pending
SO_101733,CUST_0286,PROD_0259,2024-06-23,146,46136,Distributor,Completed
SO_101734,CUST_0412,PROD_0173,2024-04-24,91,65520,Online,Pending
SO_101735,CUST_0207,PROD_0272,2024-09-18,351,115128,Distributor,Pending
SO_101736,CUST_0077,PROD_0185,2024-05-06,40,22400,Direct,Cancelled
SO_101737,CUST_0402,PROD_0106,2024-08-16,209,162811,Direct,Completed
