Shipment_ID,Sales_Order_ID,Warehouse_ID,Transport_Mode,Dispatch_Date,Delivery_Date,SLA_Days,Actual_Days,Delivery_Status,Distance_KM,Total_Shipping_Cost,Revenue,Profit
SHP_100642,SO_101905,WH_09,Sea,16-11-2024,2024/11/21,6,5.0,On Time,2428,5982.29,29764,23781.71
SHP_100643,SO_100325,WH_02,Road,06-04-2024,2024/04/09,7,3.0,On Time,2267,9092.56,30587,21494.44
SHP_100644,SO_107107,WH_13,Road,21-11-2024,2024/11/27,7,6.0,On Time,1994,9365.8,41252,31886.2
SHP_100645,SO_100180,WH_07,Road,29-09-2024,2024/10/05,7,6.0,On Time,3586,11657.33,36881,25223.67
SHP_100646,SO_107604,WH_05,Rail,21-07-2024,2024/07/23,3,2.0,On Time,3021,1286.18,5952,4665.82
SHP_100647,SO_101190,WH_11,Air,19-11-2024,2024/11/21,7,2.0,On Time,3965,7480.0,26992,19512.0
SHP_100648,SO_102272,WH_07,Sea,04-08-2024,2024/08/13,4,9.0,Delayed,915,7919.91,21009,13089.09
SHP_100649,SO_103455,WH_10,Road,29-12-2024,2024/12/31,3,2.0,On Time,1791,2101.32,7801,5699.68
SHP_100650,SO_105489,WH_10,Road,22-12-2024,2024/12/29,4,7.0,Delayed,3814,-1639.67,5428,7067.67
SHP_100651,SO_107221,WH_15,Road,22-08-2024,2024/09/01,3,10.0,Delayed,4206,7989.49,37414,29424.51
SHP_100652,SO_100484,WH_15,Rail,22-06-2024,2024/07/01,7,9.0,Delayed,2058,13412.59,42471,29058.41
SHP_100653,SO_100713,WH_05,Sea,27-05-2024,2024/06/04,5,8.0,Delayed,4331,5325.05,13542,8216.95
SHP_100654,SO_109033,WH_03,Road,03-10-2024,2024/10/05,3,2.0,On Time,3149,5875.54,19883,14007.46
SHP_100655,SO_102522,WH_11,Rail,27-05-2024,2024/06/02,4,6.0,Delayed,3072,11565.53,30707,19141.47
SHP_100656,SO_102858,WH_10,Air,16-02-2024,2024/02/25,3,9.0,Delayed,3500,3370.19,8804,5433.81
SHP_100657,SO_108265,WH_14,Air,26-11-2024,2024/12/05,3,9.0,Delayed,2662,10031.31,32717,22685.69
SHP_100658,SO_102348,WH_07,Air,12-05-2024,2024/05/15,3,3.0,On Time,1921,16886.4,44771,27884.6
SHP_100659,SO_107120,WH_14,Air,23-01-2024,2024/01/27,7,4.0,On Time,4827,4395.24,17414,13018.76
SHP_100660,SO_109392,WH_04,Air,27-02-2024,2024/03/06,5,8.0,Delayed,2890,11274.21,41237,29962.79
SHP_100661,SO_109399,WH_01,Rail,21-08-2024,2024/08/28,6,7.0,Delayed,2666,3535.24,12995,9459.76
SHP_100662,SO_103655,WH_11,Road,22-01-2024,2024/01/24,5,2.0,On Time,391,14901.98,38303,23401.02
SHP_100663,SO_107069,WH_15,Air,19-04-2024,2024/04/23,6,4.0,On Time,4721,8883.53,34300,25416.47
SHP_100664,SO_105153,WH_01,Road,28-02-2024,2024/03/08,4,9.0,Delayed,1906,5780.5,27132,21351.5
SHP_100665,SO_103788,WH_08,Road,11-03-2024,2024/03/19,3,8.0,Delayed,3180,10918.41,33414,22495.59
SHP_100666,SO_106902,WH_13,Rail,10-08-2024,2024/08/12,3,2.0,On Time,2746,13255.16,49954,36698.84
SHP_100667,SO_107800,WH_13,Road,20-03-2024,2024/03/26,3,6.0,Delayed,4977,-9934.47,26179,36113.47
SHP_100668,SO_101446,WH_10,Sea,28-03-2024,2024/03/30,4,2.0,On Time,342,1586.54,6009,4422.46
SHP_100669,SO_107010,WH_12,Air,01-07-2024,2024/07/04,3,3.0,On Time,1692,9054.73,37204,28149.27
SHP_100670,SO_100310,WH_10,Sea,20-10-2024,2024/10/27,6,7.0,Delayed,2235,5294.26,24052,18757.74
SHP_100671,SO_106199,WH_01,Sea,10-02-2024,2024/02/20,3,10.0,Delayed,4074,2397.95,7918,5520.05
SHP_100672,SO_109175,WH_07,Rail,27-12-2024,2024/12/29,5,2.0,On Time,2885,16915.02,45559,28643.98
SHP_100673,SO_102503,WH_14,Air,21-09-2024,2024/09/25,3,4.0,Delayed,958,12433.78,46336,33902.22
SHP_100674,SO_108419,WH_01,Air,28-05-2024,2024/06/07,4,10.0,Delayed,4523,5474.58,21389,15914.42
SHP_100675,SO_109428,WH_13,Air,11-07-2024,2024/07/15,4,4.0,On Time,1099,12844.37,36761,23916.63
SHP_100676,SO_102942,WH_15,Rail,18-10-2024,2024/10/28,7,10.0,Delayed,728,6272.31,24780,18507.69
SHP_100677,SO_104218,WH_13,Rail,15-01-2024,2024/01/23,7,8.0,Delayed,4320,17324.43,45457,28132.57
SHP_100678,SO_105251,WH_14,Sea,07-09-2024,2024/09/10,5,,Delayed,1375,10798.8,28815,18016.2
SHP_100679,SO_101698,WH_07,Air,02-11-2024,2024/11/07,4,5.0,Delayed,3290,15748.09,39873,24124.91
SHP_100680,SO_104505,WH_07,Rail,07-11-2024,2024/11/09,3,2.0,On Time,2610,17253.55,43211,25957.45
SHP_100681,SO_102125,WH_06,Sea,22-07-2024,2024/07/30,6,8.0,Delayed,3796,4409.65,14430,10020.35
SHP_100682,SO_107248,WH_15,Sea,11-12-2024,2024/12/19,6,8.0,Delayed,1622,5473.21,16053,10579.79
SHP_100683,SO_103870,WH_10,Rail,16-05-2024,2024/05/23,5,7.0,Delayed,2841,10113.49,41231,31117.51
SHP_100684,SO_104030,WH_01,Sea,05-03-2024,2024/03/12,7,7.0,On Time,1503,5662.7,21108,15445.3
SHP_100685,SO_103312,WH_06,Rail,10-07-2024,2024/07/19,6,9.0,Delayed,4825,6473.81,25361,18887.19
SHP_100686,SO_108198,WH_07,Rail,01-07-2024,2024/07/03,5,2.0,On Time,1639,6657.62,25329,18671.38
SHP_100687,SO_107205,WH_07,Rail,03-12-2024,2024/12/06,7,3.0,On Time,3202,3795.02,10912,7116.98
SHP_100688,SO_104052,WH_14,Rail,01-11-2024,2024/11/09,6,8.0,Delayed,2133,5347.25,13771,8423.75
SHP_100689,SO_106599,WH_01,Air,02-06-2024,2024/06/04,7,2.0,On Time,1880,11175.14,34071,22895.86
SHP_100690,SO_104134,WH_07,Road,22-04-2024,2024/04/29,7,7.0,On Time,2439,5573.45,15025,9451.55
SHP_100691,SO_106767,WH_07,Air,26-02-2024,2024/03/06,6,9.0,Delayed,608,13439.32,48215,34775.68
SHP_100692,SO_107570,WH_03,Air,20-08-2024,2024/08/26,4,6.0,Delayed,1305,4922.36,22429,17506.64
SHP_100693,SO_109086,WH_14,Road,21-11-2024,2024/12/01,5,10.0,Delayed,1487,6462.21,32110,25647.79
SHP_100694,SO_109680,WH_01,Rail,05-08-2024,2024/08/07,6,2.0,On Time,1623,9908.12,31056,21147.88
SHP_100695,SO_107754,WH_11,Rail,04-03-2024,2024/03/08,3,4.0,Delayed,3076,18447.41,46686,28238.59
SHP_100696,SO_106826,WH_12,Sea,07-07-2024,2024/07/09,7,2.0,On Time,1715,12610.04,45449,32838.96
SHP_100697,SO_100551,WH_08,Sea,10-08-2024,2024/08/16,7,6.0,On Time,2384,4527.48,12101,7573.52
SHP_100698,SO_100457,WH_12,Air,11-10-2024,2024/10/13,4,2.0,On Time,4293,9364.25,30259,20894.75
SHP_100699,SO_101042,WH_12,Rail,14-06-2024,2024/06/23,5,9.0,Delayed,307,13990.28,38349,24358.72
SHP_100700,SO_107723,WH_02,Rail,14-04-2024,2024/04/22,5,8.0,Delayed,666,5668.11,25441,19772.89
SHP_100701,SO_104333,WH_05,Road,02-01-2024,2024/01/07,6,5.0,On Time,2555,4625.64,13295,8669.36
SHP_100702,SO_104203,WH_13,Rail,11-12-2024,2024/12/14,6,3.0,On Time,3222,1906.44,6806,4899.56
SHP_100703,SO_108764,WH_09,Road,20-04-2024,2024/04/29,3,9.0,Delayed,515,1557.57,6270,4712.43
SHP_100704,SO_105597,WH_08,Road,06-05-2024,2024/05/16,5,10.0,Delayed,705,11381.88,47034,35652.12
SHP_100705,SO_109081,WH_05,Road,13-06-2024,2024/06/17,6,4.0,On Time,1843,3565.62,9225,5659.38
SHP_100706,SO_102734,WH_09,Sea,21-07-2024,2024/07/30,5,9.0,Delayed,1481,13551.32,43751,30199.68
SHP_100707,SO_109783,WH_12,Sea,15-02-2024,2024/02/23,6,8.0,Delayed,1265,5440.4,15195,9754.6
SHP_100708,SO_107271,WH_15,Rail,06-03-2024,2024/03/08,5,2.0,On Time,1269,11798.62,36103,24304.38
SHP_100709,SO_108589,WH_13,Sea,17-03-2024,2024/03/20,3,,Delayed,4056,10222.28,34209,23986.72
SHP_100710,SO_105145,WH_13,Air,27-02-2024,2024/02/29,7,2.0,On Time,2737,16354.61,46139,29784.39
SHP_100711,SO_105394,WH_08,Rail,27-02-2024,2024/03/01,5,3.0,On Time,1905,14638.32,39163,24524.68
SHP_100712,SO_104191,WH_05,Air,20-08-2024,2024/08/22,5,2.0,On Time,746,11194.81,46750,35555.19
SHP_100713,SO_102554,WH_10,Sea,17-12-2024,2024/12/22,6,5.0,On Time,1697,8169.92,23806,15636.08
SHP_100714,SO_105724,WH_11,Rail,17-10-2024,2024/10/24,3,7.0,Delayed,879,7771.34,24486,16714.66
SHP_100715,SO_102696,WH_01,Road,16-12-2024,2024/12/24,3,8.0,Delayed,714,5755.56,28140,22384.44
SHP_100716,SO_103369,WH_02,Sea,05-05-2024,2024/05/11,5,6.0,Delayed,3146,4727.22,11939,7211.78
SHP_100717,SO_102090,WH_09,Rail,24-09-2024,2024/09/29,7,5.0,On Time,4927,7496.5,20948,13451.5
SHP_100718,SO_100910,WH_04,Sea,23-04-2024,2024/05/03,5,10.0,Delayed,4380,2884.67,11740,8855.33
SHP_100719,SO_106728,WH_14,Sea,10-04-2024,2024/04/15,7,5.0,On Time,3435,1643.82,5338,3694.18
SHP_100720,SO_108784,WH_15,Rail,26-04-2024,2024/04/29,6,3.0,On Time,1578,6439.14,26153,19713.86
SHP_100721,SO_107159,WH_01,Sea,25-02-2024,2024/02/29,7,4.0,On Time,4482,10556.68,36390,25833.32
SHP_100722,SO_100623,WH_01,Air,19-04-2024,2024/04/24,7,5.0,On Time,2048,3115.07,15305,12189.93
SHP_100723,SO_106965,WH_11,Road,22-05-2024,2024/05/28,4,6.0,Delayed,4475,5441.07,18484,13042.93
SHP_100724,SO_108358,WH_10,Road,08-11-2024,2024/11/11,7,3.0,On Time,2600,4432.41,11569,7136.59
SHP_100725,SO_100904,WH_07,Rail,07-07-2024,2024/07/12,5,5.0,On Time,2708,10519.32,48113,37593.68
SHP_100726,SO_103400,WH_04,Air,02-02-2024,2024/02/06,7,4.0,On Time,4507,-2205.23,6173,8378.23
SHP_100727,SO_109877,WH_10,Rail,18-12-2024,2024/12/23,4,5.0,Delayed,3903,9708.05,27204,17495.95
SHP_100728,SO_102745,WH_14,Sea,25-04-2024,2024/04/30,6,5.0,On Time,3613,13153.68,48534,35380.32
SHP_100729,SO_101104,WH_05,Air,06-07-2024,2024/07/16,4,10.0,Delayed,346,4560.64,15455,10894.36
SHP_100730,SO_103156,WH_05,Air,04-01-2024,2024/01/11,5,7.0,Delayed,3347,5971.73,17416,11444.27
SHP_100731,SO_102609,WH_07,Road,03-12-2024,2024/12/05,6,2.0,On Time,905,6225.06,18548,12322.94
SHP_100732,SO_108002,WH_02,Rail,03-11-2024,2024/11/13,4,10.0,Delayed,3260,13558.7,35116,21557.3
SHP_100733,SO_100336,WH_03,Air,10-06-2024,2024/06/14,7,4.0,On Time,2146,5755.63,19816,14060.37
SHP_100734,SO_104561,WH_09,Air,07-08-2024,2024/08/14,7,7.0,On Time,4525,5641.28,23177,17535.72
SHP_100735,SO_108898,WH_04,Air,22-11-2024,2024/12/02,5,10.0,Delayed,366,5409.49,19594,14184.51
SHP_100736,SO_101685,WH_15,Road,28-09-2024,2024/10/07,4,9.0,Delayed,2005,3238.17,9901,6662.83
SHP_100737,SO_102718,WH_06,Rail,15-04-2024,2024/04/23,3,8.0,Delayed,3318,13792.39,35760,21967.61
SHP_100738,SO_102813,WH_08,Sea,10-08-2024,2024/08/13,6,,Delayed,3732,6621.28,16617,9995.72
SHP_100739,SO_104753,WH_15,Road,02-09-2024,2024/09/09,3,7.0,Delayed,1621,12666.37,43095,30428.63
SHP_100740,SO_106848,WH_09,Air,19-10-2024,2024/10/28,7,9.0,Delayed,3326,9117.43,28284,19166.57
SHP_100741,SO_101564,WH_09,Rail,19-11-2024,2024/11/28,6,9.0,Delayed,2330,15701.26,43085,27383.74
SHP_100742,SO_101388,WH_01,Road,31-08-2024,2024/09/09,5,9.0,Delayed,369,3043.77,7716,4672.23
SHP_100743,SO_107699,WH_05,Rail,20-12-2024,2024/12/28,7,8.0,Delayed,1097,2498.87,12494,9995.13
SHP_100744,SO_102210,WH_07,Air,20-03-2024,2024/03/27,7,7.0,On Time,4420,3415.9,12118,8702.1
SHP_100745,SO_103633,WH_01,Rail,03-09-2024,2024/09/13,6,10.0,Delayed,807,4538.99,21567,17028.01
SHP_100746,SO_100433,WH_06,Rail,02-08-2024,2024/08/06,6,4.0,On Time,2172,13501.97,40918,27416.03
SHP_100747,SO_109162,WH_03,Road,18-01-2024,2024/01/23,4,5.0,Delayed,3210,2911.35,14556,11644.65
SHP_100748,SO_102072,WH_14,Sea,17-03-2024,2024/03/26,6,9.0,Delayed,3383,2421.9,11785,9363.1
SHP_100749,SO_107343,WH_07,Rail,14-11-2024,2024/11/18,7,4.0,On Time,3468,15240.3,38275,23034.7
SHP_100750,SO_108290,WH_14,Road,11-05-2024,2024/05/16,5,5.0,On Time,3920,5048.51,17182,12133.49
SHP_100751,SO_104853,WH_13,Rail,29-02-2024,2024/03/09,4,9.0,Delayed,448,7731.74,24444,16712.26
SHP_100752,SO_108233,WH_02,Air,17-08-2024,2024/08/19,7,2.0,On Time,362,17032.92,43783,26750.08
SHP_100753,SO_103406,WH_10,Air,13-08-2024,2024/08/18,4,5.0,Delayed,3962,8482.9,41592,33109.1
SHP_100754,SO_106643,WH_03,Road,21-03-2024,2024/03/25,7,4.0,On Time,2993,4777.78,14603,9825.22
SHP_100755,SO_107744,WH_02,Rail,28-06-2024,2024/07/02,5,4.0,On Time,2857,17239.06,45861,28621.94
SHP_100756,SO_109673,WH_12,Road,02-06-2024,2024/06/11,4,9.0,Delayed,713,3896.37,19341,15444.63
SHP_100757,SO_103904,WH_05,Air,04-02-2024,2024/02/12,3,8.0,Delayed,4640,9815.65,47732,37916.35
SHP_100758,SO_106891,WH_07,Rail,04-02-2024,2024/02/07,4,3.0,On Time,3054,9917.63,44757,34839.37
SHP_100759,SO_105918,WH_08,Road,03-03-2024,2024/03/05,4,2.0,On Time,209,2121.59,5678,3556.41
SHP_100760,SO_102334,WH_09,Road,20-08-2024,2024/08/25,6,5.0,On Time,1925,6589.2,32355,25765.8
SHP_100761,SO_101594,WH_05,Sea,11-05-2024,2024/05/19,3,8.0,Delayed,3667,11425.28,42210,30784.72
SHP_100762,SO_102129,WH_12,Rail,23-05-2024,2024/05/25,5,2.0,On Time,3027,11958.64,33151,21192.36
SHP_100763,SO_101690,WH_12,Sea,03-05-2024,2024/05/10,4,7.0,Delayed,1255,10545.84,45685,35139.16
SHP_100764,SO_109999,WH_15,Road,22-09-2024,2024/09/30,4,8.0,Delayed,2584,4281.29,14314,10032.71
SHP_100765,SO_100744,WH_05,Air,28-08-2024,2024/09/06,4,9.0,Delayed,3953,9805.54,44970,35164.46
SHP_100766,SO_104442,WH_04,Road,29-02-2024,2024/03/05,7,5.0,On Time,1194,14705.73,43779,29073.27
SHP_100767,SO_102026,WH_12,Road,18-09-2024,2024/09/21,3,3.0,On Time,1189,2244.92,6580,4335.08
SHP_100768,SO_105079,WH_15,Sea,29-11-2024,2024/12/04,5,5.0,On Time,1072,2799.95,7474,4674.05
SHP_100769,SO_106044,WH_01,Rail,14-11-2024,2024/11/23,3,,Delayed,4067,5515.3,22513,16997.7
SHP_100770,SO_109340,WH_01,Sea,07-02-2024,2024/02/15,7,8.0,Delayed,2302,15153.69,38790,23636.31
SHP_100771,SO_106110,WH_04,Rail,04-06-2024,2024/06/14,6,10.0,Delayed,1296,-1423.45,6593,8016.45
SHP_100772,SO_101332,WH_03,Road,23-04-2024,2024/05/01,7,8.0,Delayed,4925,8477.58,29679,21201.42
SHP_100773,SO_103421,WH_12,Rail,27-04-2024,2024/04/30,3,3.0,On Time,4272,10089.79,29818,19728.21
SHP_100774,SO_102642,WH_02,Road,27-09-2024,2024/10/07,3,10.0,Delayed,864,9231.81,28488,19256.19
SHP_100775,SO_109093,WH_09,Road,30-12-2024,2025/01/01,7,2.0,On Time,1897,2563.26,12787,10223.74
SHP_100776,SO_109714,WH_03,Air,31-07-2024,2024/08/03,7,3.0,On Time,971,9251.55,29402,20150.45
SHP_100777,SO_102027,WH_11,Rail,07-09-2024,2024/09/13,3,6.0,Delayed,939,14889.75,46444,31554.25
SHP_100778,SO_107521,WH_10,Rail,28-05-2024,2024/05/31,5,3.0,On Time,2366,18629.79,47848,29218.21
SHP_100779,SO_108404,WH_15,Sea,08-08-2024,2024/08/13,6,5.0,On Time,2043,9606.31,30593,20986.69
SHP_100780,SO_103041,WH_10,Air,19-01-2024,2024/01/24,3,5.0,Delayed,1105,3393.07,16489,13095.93
SHP_100781,SO_109088,WH_14,Road,19-05-2024,2024/05/21,6,2.0,On Time,2525,11905.89,35247,23341.11
SHP_100782,SO_105377,WH_05,Sea,12-12-2024,2024/12/21,6,9.0,Delayed,2759,3388.8,11919,8530.2
SHP_100783,SO_105218,WH_03,Road,10-09-2024,2024/09/16,5,6.0,Delayed,3362,14533.39,41369,26835.61
SHP_100784,SO_109840,WH_12,Road,10-08-2024,2024/08/16,3,6.0,Delayed,828,18291.3,47493,29201.7
SHP_100785,SO_105743,WH_04,Rail,03-11-2024,2024/11/07,3,4.0,Delayed,3559,6069.55,21799,15729.45
SHP_100786,SO_107702,WH_09,Road,16-08-2024,2024/08/21,4,5.0,Delayed,3405,2114.09,6515,4400.91
SHP_100787,SO_101528,WH_14,Sea,04-11-2024,2024/11/09,5,5.0,On Time,2230,5526.81,24985,19458.19
SHP_100788,SO_109869,WH_15,Road,21-04-2024,2024/04/23,6,2.0,On Time,2822,12030.29,42230,30199.71
SHP_100789,SO_103255,WH_14,Air,01-04-2024,2024/04/05,4,4.0,On Time,970,10337.86,32764,22426.14
SHP_100790,SO_105260,WH_12,Road,01-04-2024,2024/04/10,5,9.0,Delayed,4460,4324.2,16074,11749.8
SHP_100791,SO_102576,WH_08,Air,21-03-2024,2024/03/30,5,9.0,Delayed,3473,8200.32,22167,13966.68
SHP_100792,SO_103270,WH_05,Sea,29-10-2024,2024/10/31,7,2.0,On Time,2675,7988.4,37756,29767.6
SHP_100793,SO_107402,WH_06,Sea,27-08-2024,2024/08/31,5,4.0,On Time,1694,6426.53,18586,12159.47
SHP_100794,SO_102971,WH_15,Rail,10-11-2024,2024/11/14,5,4.0,On Time,1036,11500.31,45262,33761.69
SHP_100795,SO_101501,WH_08,Rail,05-03-2024,2024/03/15,7,10.0,Delayed,4443,15109.2,45402,30292.8
SHP_100796,SO_102154,WH_15,Air,16-07-2024,2024/07/26,5,10.0,Delayed,4487,10964.76,29654,18689.24
SHP_100797,SO_106862,WH_08,Sea,11-08-2024,2024/08/16,4,5.0,Delayed,832,5448.05,22966,17517.95
SHP_100798,SO_100609,WH_09,Sea,28-08-2024,2024/09/07,6,10.0,Delayed,1176,13349.93,39023,25673.07
SHP_100799,SO_109462,WH_06,Air,19-09-2024,2024/09/25,4,6.0,Delayed,4502,9762.83,38205,28442.17
SHP_100800,SO_107247,WH_15,Road,22-05-2024,2024/05/30,5,8.0,Delayed,2487,6898.72,19263,12364.28
SHP_100801,SO_105650,WH_06,Road,01-06-2024,2024/06/07,3,6.0,Delayed,953,2498.18,8883,6384.82
SHP_100802,SO_104710,WH_02,Road,14-06-2024,2024/06/16,7,2.0,On Time,820,14622.52,38116,23493.48
SHP_100803,SO_105727,WH_03,Sea,09-08-2024,2024/08/14,4,5.0,Delayed,436,10101.58,33075,22973.42
SHP_100804,SO_106266,WH_08,Road,22-05-2024,2024/05/31,7,9.0,Delayed,1587,18059.1,49066,31006.9
SHP_100805,SO_102722,WH_04,Rail,27-12-2024,2025/01/01,7,5.0,On Time,1745,-2283.68,7083,9366.68
SHP_100806,SO_109566,WH_06,Sea,26-09-2024,2024/09/28,3,2.0,On Time,2925,7695.51,29459,21763.49
SHP_100807,SO_103027,WH_02,Road,03-11-2024,2024/11/07,7,4.0,On Time,4295,8762.02,27154,18391.98
SHP_100808,SO_101654,WH_01,Road,12-07-2024,2024/07/16,5,4.0,On Time,844,13635.53,44666,31030.47
SHP_100809,SO_106795,WH_01,Air,05-07-2024,2024/07/08,4,,Delayed,4531,2109.08,6465,4355.92
SHP_100810,SO_107467,WH_10,Road,05-11-2024,2024/11/12,4,7.0,Delayed,799,4006.23,19179,15172.77
SHP_100811,SO_107824,WH_02,Rail,29-04-2024,2024/05/09,6,10.0,Delayed,4951,3712.83,18217,14504.17
SHP_100812,SO_109515,WH_01,Sea,05-04-2024,2024/04/08,4,3.0,On Time,2017,4449.38,15567,11117.62
SHP_100813,SO_102176,WH_04,Air,17-08-2024,2024/08/27,4,10.0,Delayed,4317,6500.54,18406,11905.46
SHP_100814,SO_109838,WH_15,Road,30-05-2024,2024/06/07,4,8.0,Delayed,3716,2904.09,12532,9627.91
SHP_100815,SO_103577,WH_14,Rail,28-07-2024,2024/07/30,7,2.0,On Time,1635,5703.14,17016,11312.86
SHP_100816,SO_108379,WH_02,Air,01-01-2024,2024/01/11,6,10.0,Delayed,4360,6945.72,31597,24651.28
SHP_100817,SO_103057,WH_11,Sea,03-07-2024,2024/07/07,5,4.0,On Time,867,11371.46,31695,20323.54
SHP_100818,SO_100671,WH_01,Road,15-09-2024,2024/09/23,5,8.0,Delayed,2999,1677.83,7267,5589.17
SHP_100819,SO_102977,WH_08,Sea,25-05-2024,2024/05/30,4,5.0,Delayed,444,8601.0,37504,28903.0
SHP_100820,SO_108974,WH_04,Rail,09-07-2024,2024/07/11,5,2.0,On Time,4077,2015.17,5264,3248.83
SHP_100821,SO_109963,WH_09,Rail,18-03-2024,2024/03/21,3,3.0,On Time,1936,5250.38,13591,8340.62
SHP_100822,SO_108043,WH_02,Sea,27-05-2024,2024/05/30,7,3.0,On Time,2595,2222.44,9874,7651.56
SHP_100823,SO_106628,WH_08,Road,17-09-2024,2024/09/25,7,8.0,Delayed,3630,5617.05,18057,12439.95
SHP_100824,SO_107794,WH_12,Rail,28-05-2024,2024/06/07,5,10.0,Delayed,3565,2672.36,7952,5279.64
SHP_100825,SO_102983,WH_08,Air,12-01-2024,2024/01/16,7,4.0,On Time,3799,9312.51,33660,24347.49
SHP_100826,SO_109453,WH_12,Air,08-11-2024,2024/11/18,3,10.0,Delayed,4020,14575.03,43840,29264.97
SHP_100827,SO_104907,WH_04,Rail,03-10-2024,2024/10/11,6,8.0,Delayed,599,6399.88,19701,13301.12
SHP_100828,SO_106869,WH_01,Rail,24-01-2024,2024/02/03,5,10.0,Delayed,2009,3775.8,14423,10647.2
SHP_100829,SO_106961,WH_02,Air,04-08-2024,2024/08/08,3,4.0,Delayed,2876,9999.88,48946,38946.12
SHP_100830,SO_103253,WH_10,Rail,07-07-2024,2024/07/16,4,9.0,Delayed,3035,9276.98,39351,30074.02
SHP_100831,SO_107822,WH_12,Sea,07-08-2024,2024/08/09,4,2.0,On Time,828,6177.5,20056,13878.5
SHP_100832,SO_107839,WH_04,Sea,17-02-2024,2024/02/22,4,5.0,Delayed,2120,11459.23,43640,32180.77
SHP_100833,SO_109369,WH_06,Road,21-03-2024,2024/03/23,3,2.0,On Time,4714,2743.69,7819,5075.31
SHP_100834,SO_108339,WH_01,Air,12-01-2024,2024/01/20,4,8.0,Delayed,2853,7656.04,31859,24202.96
SHP_100835,SO_106197,WH_02,Air,26-08-2024,2024/09/03,5,8.0,Delayed,3755,2692.72,8514,5821.28
SHP_100836,SO_105954,WH_13,Air,08-10-2024,2024/10/17,3,9.0,Delayed,4901,14568.41,43047,28478.59
SHP_100837,SO_109547,WH_04,Air,08-04-2024,2024/04/15,3,7.0,Delayed,2284,1897.44,8014,6116.56
SHP_100838,SO_108702,WH_01,Rail,06-08-2024,2024/08/15,4,9.0,Delayed,1203,8347.45,36830,28482.55
SHP_100839,SO_105377,WH_06,Air,08-11-2024,2024/11/18,4,10.0,Delayed,1353,5684.35,16664,10979.65
SHP_100840,SO_102173,WH_14,Sea,31-12-2024,2025/01/10,5,10.0,Delayed,3191,11977.63,49505,37527.37
SHP_100841,SO_109373,WH_13,Sea,02-02-2024,2024/02/12,5,10.0,Delayed,547,4130.57,12713,8582.43
SHP_100842,SO_104140,WH_06,Sea,20-04-2024,2024/04/22,7,2.0,On Time,955,7842.52,26251,18408.48
SHP_100843,SO_102241,WH_09,Sea,04-10-2024,2024/10/12,4,8.0,Delayed,3846,10126.08,42762,32635.92
SHP_100844,SO_103664,WH_08,Road,09-07-2024,2024/07/17,5,8.0,Delayed,1676,3779.84,15572,11792.16
SHP_100845,SO_100879,WH_12,Sea,29-06-2024,2024/07/03,6,4.0,On Time,1968,9083.91,23677,14593.09
SHP_100846,SO_106683,WH_09,Sea,12-12-2024,2024/12/15,5,3.0,On Time,3709,3525.23,10299,6773.77
SHP_100847,SO_106354,WH_06,Sea,06-12-2024,2024/12/08,4,2.0,On Time,1545,2701.08,13244,10542.92
SHP_100848,SO_108859,WH_10,Rail,16-05-2024,2024/05/20,5,4.0,On Time,2776,2938.05,8935,5996.95
SHP_100849,SO_102087,WH_06,Sea,19-10-2024,2024/10/23,7,4.0,On Time,1905,8444.75,34081,25636.25
SHP_100850,SO_109574,WH_08,Road,09-08-2024,2024/08/17,6,8.0,Delayed,4912,14289.58,47637,33347.42
SHP_100851,SO_103040,WH_11,Rail,26-08-2024,2024/08/28,5,2.0,On Time,2963,12043.13,34875,22831.87
SHP_100852,SO_107644,WH_13,Road,21-08-2024,2024/08/23,5,2.0,On Time,2920,8922.4,33884,24961.6
SHP_100853,SO_101879,WH_01,Sea,01-09-2024,2024/09/05,5,4.0,On Time,1965,11954.84,41712,29757.16
SHP_100854,SO_109576,WH_12,Rail,14-01-2024,2024/01/18,5,4.0,On Time,4054,11521.36,41169,29647.64
SHP_100855,SO_102834,WH_10,Road,07-08-2024,2024/08/17,3,10.0,Delayed,3884,11909.83,47493,35583.17
SHP_100856,SO_102670,WH_11,Road,18-07-2024,2024/07/27,6,9.0,Delayed,2861,5048.66,14074,9025.34
SHP_100857,SO_101278,WH_07,Road,27-05-2024,2024/05/29,3,2.0,On Time,1387,2355.44,9725,7369.56
SHP_100858,SO_101997,WH_14,Sea,30-08-2024,2024/09/02,7,3.0,On Time,2460,1416.03,6606,5189.97
SHP_100859,SO_106274,WH_15,Sea,08-06-2024,2024/06/16,3,8.0,Delayed,3309,13381.18,40923,27541.82
SHP_100860,SO_104700,WH_01,Air,30-06-2024,2024/07/06,3,6.0,Delayed,4897,8440.0,28015,19575.0
SHP_100861,SO_106327,WH_10,Air,09-01-2024,2024/01/16,3,7.0,Delayed,2216,18403.72,46078,27674.28
SHP_100862,SO_107011,WH_13,Rail,04-06-2024,2024/06/13,6,9.0,Delayed,3091,13013.83,46199,33185.17
SHP_100863,SO_108229,WH_14,Road,23-02-2024,2024/02/29,7,6.0,On Time,437,8076.09,22817,14740.91
SHP_100864,SO_105989,WH_10,Sea,02-07-2024,2024/07/09,4,7.0,Delayed,594,7563.8,33654,26090.2
SHP_100865,SO_109876,WH_12,Rail,24-07-2024,2024/07/26,5,2.0,On Time,1781,10822.29,34560,23737.71
