Inventory_ID,Warehouse_ID,Product_ID,Inventory_Date,Opening_Stock,Inbound_Qty,Outbound_Qty,Closing_Stock,Storage_Cost
INV_102238,WH_12,PROD_0110,23/05/2024,2778,1171,1135,2814.0,2544.39
INV_102239,WH_14,PROD_0260,24/05/2024,4207,703,1410,3500.0,4189.38
INV_102240,WH_11,PROD_0194,06/12/2024,4070,1318,113,5275.0,3923.34
INV_102241,WH_12,PROD_0009,16/05/2024,3793,453,227,4019.0,2680.33
INV_102242,WH_12,PROD_0033,05/04/2024,4973,1025,1009,4989.0,7010.27
INV_102243,WH_15,PROD_0053,16/07/2024,4680,242,878,4044.0,4053.22
INV_102244,WH_01,PROD_0059,17/12/2024,1354,539,1320,573.0,540.49
INV_102245,WH_08,PROD_0081,19/01/2024,3560,765,967,3358.0,1748.97
INV_102246,WH_09,PROD_0036,27/04/2024,1214,1393,424,2183.0,1628.91
INV_102247,WH_06,PROD_0146,16/10/2024,1929,680,333,2276.0,2105.1
INV_102248,WH_09,PROD_0188,11/12/2024,1282,523,591,1214.0,837.4
INV_102249,WH_01,PROD_0299,01/10/2024,4802,304,1261,3845.0,3808.72
INV_102250,WH_07,PROD_0232,12/02/2024,4249,973,1068,4154.0,5676.67
INV_102251,WH_14,PROD_0022,20/12/2024,2630,1117,286,3461.0,3712.52
INV_102252,WH_02,PROD_0059,27/07/2024,4368,223,178,4413.0,5427.67
INV_102253,WH_05,PROD_0215,29/03/2024,2119,1074,1079,2114.0,2237.09
INV_102254,WH_04,PROD_0095,28/12/2024,823,909,315,1417.0,1819.05
INV_102255,WH_08,PROD_0228,07/07/2024,4620,522,1277,3865.0,4583.04
INV_102256,WH_06,PROD_0131,09/01/2024,4569,480,1345,3704.0,3572.76
INV_102257,WH_12,PROD_0041,11/10/2024,1405,710,1274,841.0,930.67
INV_102258,WH_15,PROD_0079,03/11/2024,1322,989,424,1887.0,2423.2
INV_102259,WH_13,PROD_0052,08/06/2024,4796,1480,404,5872.0,8439.43
INV_102260,WH_08,PROD_0056,28/06/2024,533,690,1422,-199.0,-252.05
INV_102261,WH_14,PROD_0218,07/08/2024,3903,284,393,3794.0,4619.59
INV_102262,WH_06,PROD_0204,23/06/2024,4174,252,757,3669.0,1886.94
INV_102263,WH_06,PROD_0019,25/06/2024,3637,1005,885,3757.0,5045.89
INV_102264,WH_07,PROD_0146,01/09/2024,929,803,1047,685.0,551.94
INV_102265,WH_01,PROD_0247,04/08/2024,2484,102,1355,1231.0,1207.6
INV_102266,WH_02,PROD_0059,24/11/2024,2953,995,423,3525.0,4959.92
INV_102267,WH_03,PROD_0139,06/10/2024,4698,423,1443,3678.0,3864.71
INV_102268,WH_06,PROD_0093,15/08/2024,3300,1194,342,4152.0,3986.09
INV_102269,WH_12,PROD_0230,10/08/2024,1120,581,254,1447.0,1421.39
INV_102270,WH_06,PROD_0040,22/04/2024,4980,404,587,4797.0,4104.73
INV_102271,WH_04,PROD_0180,10/02/2024,1952,1039,820,2171.0,2530.5
INV_102272,WH_10,PROD_0243,12/10/2024,2830,190,556,2464.0,3630.84
INV_102273,WH_05,PROD_0186,06/05/2024,4292,1145,742,4695.0,5497.6
INV_102274,WH_07,PROD_0195,08/05/2024,3061,466,1152,2375.0,2714.19
INV_102275,WH_07,PROD_0124,03/08/2024,672,1405,1298,779.0,1119.78
INV_102276,WH_10,PROD_0165,30/11/2024,4279,1280,620,4939.0,5267.7
INV_102277,WH_02,PROD_0155,29/05/2024,3620,663,404,3879.0,4191.82
INV_102278,WH_03,PROD_0186,21/09/2024,839,1191,233,1797.0,1004.24
INV_102279,WH_09,PROD_0057,08/11/2024,2052,1287,1104,2235.0,2026.21
INV_102280,WH_05,PROD_0293,21/06/2024,1991,537,1497,1031.0,916.12
INV_102281,WH_09,PROD_0133,23/12/2024,1239,1055,748,1546.0,827.6
INV_102282,WH_01,PROD_0219,31/12/2024,2176,891,976,2091.0,2553.35
INV_102283,WH_07,PROD_0019,03/04/2024,2132,923,158,2897.0,4092.54
INV_102284,WH_12,PROD_0177,15/05/2024,3290,1331,675,3946.0,5155.26
INV_102285,WH_14,PROD_0256,24/10/2024,3376,575,604,3347.0,4540.11
INV_102286,WH_15,PROD_0281,02/12/2024,709,754,604,,0.0
INV_102287,WH_15,PROD_0281,17/08/2024,1204,991,1326,869.0,564.54
INV_102288,WH_11,PROD_0257,12/04/2024,690,1038,689,1039.0,568.74
INV_102289,WH_01,PROD_0206,06/04/2024,3374,298,1493,2179.0,3090.93
INV_102290,WH_02,PROD_0178,03/11/2024,4087,220,1026,3281.0,2253.63
INV_102291,WH_14,PROD_0241,03/09/2024,4806,342,871,4277.0,3566.32
INV_102292,WH_14,PROD_0136,13/02/2024,3566,1392,1012,3946.0,5595.68
INV_102293,WH_09,PROD_0197,15/07/2024,4325,617,1205,3737.0,2592.69
INV_102294,WH_11,PROD_0187,08/11/2024,4034,686,1183,3537.0,4759.1
INV_102295,WH_13,PROD_0030,06/05/2024,3289,573,935,2927.0,3020.81
INV_102296,WH_05,PROD_0153,26/06/2024,2973,1227,1022,3178.0,4656.29
INV_102297,WH_06,PROD_0107,05/05/2024,736,388,215,,0.0
INV_102298,WH_14,PROD_0240,19/10/2024,3958,680,123,4515.0,6289.75
INV_102299,WH_05,PROD_0289,17/08/2024,3660,859,1152,3367.0,4913.73
INV_102300,WH_02,PROD_0245,20/05/2024,3483,263,1255,,0.0
INV_102301,WH_08,PROD_0258,25/06/2024,2298,1156,484,2970.0,2890.47
INV_102302,WH_15,PROD_0225,18/10/2024,727,1124,630,1221.0,1154.38
INV_102303,WH_13,PROD_0181,09/12/2024,970,151,707,414.0,271.26
INV_102304,WH_15,PROD_0166,28/04/2024,3635,1366,865,4136.0,5104.85
INV_102305,WH_13,PROD_0145,05/06/2024,2884,1436,352,3968.0,2874.91
INV_102306,WH_09,PROD_0059,13/05/2024,2093,1409,453,3049.0,1619.65
INV_102307,WH_09,PROD_0206,28/12/2024,1194,1156,673,1677.0,2344.66
INV_102308,WH_10,PROD_0219,14/01/2024,2030,393,508,1915.0,1616.98
INV_102309,WH_12,PROD_0082,02/06/2024,2188,1473,1253,2408.0,3148.43
INV_102310,WH_03,PROD_0149,22/09/2024,4525,761,686,4600.0,6108.43
INV_102311,WH_13,PROD_0145,21/03/2024,1427,413,951,889.0,1124.68
INV_102312,WH_02,PROD_0150,16/01/2024,4253,403,647,4009.0,4048.79
INV_102313,WH_09,PROD_0083,25/10/2024,3834,919,597,4156.0,2096.41
INV_102314,WH_01,PROD_0036,02/06/2024,3148,612,706,3054.0,1565.79
INV_102315,WH_12,PROD_0031,19/04/2024,3212,387,771,2828.0,1534.51
INV_102316,WH_14,PROD_0200,09/05/2024,908,915,1389,434.0,519.98
INV_102317,WH_06,PROD_0277,17/01/2024,4577,608,294,4891.0,5370.55
INV_102318,WH_03,PROD_0195,27/09/2024,2849,803,894,2758.0,1607.83
INV_102319,WH_06,PROD_0040,19/08/2024,1309,152,692,769.0,1075.56
INV_102320,WH_07,PROD_0103,29/06/2024,986,944,637,1293.0,1872.49
INV_102321,WH_01,PROD_0049,03/11/2024,1194,271,685,780.0,429.98
INV_102322,WH_15,PROD_0125,02/02/2024,2988,1250,825,3413.0,2446.12
INV_102323,WH_08,PROD_0156,01/05/2024,3084,863,1000,2947.0,2686.55
INV_102324,WH_08,PROD_0118,09/04/2024,3176,552,380,3348.0,3205.37
INV_102325,WH_06,PROD_0023,18/11/2024,1489,1186,122,2553.0,3482.74
INV_102326,WH_09,PROD_0088,25/07/2024,1756,976,910,1822.0,1431.3
INV_102327,WH_03,PROD_0076,10/05/2024,4978,310,610,4678.0,3357.56
INV_102328,WH_06,PROD_0222,12/12/2024,2653,1283,1410,2526.0,2014.01
INV_102329,WH_03,PROD_0090,30/01/2024,2807,1472,274,4005.0,5551.69
INV_102330,WH_05,PROD_0076,29/06/2024,4453,245,180,4518.0,3975.52
INV_102331,WH_14,PROD_0266,26/12/2024,1766,1213,678,2301.0,1416.78
INV_102332,WH_12,PROD_0033,23/10/2024,3392,1341,225,4508.0,2839.78
INV_102333,WH_03,PROD_0204,06/06/2024,1770,453,251,1972.0,2008.7
INV_102334,WH_14,PROD_0121,10/02/2024,4278,957,635,4600.0,6647.71
INV_102335,WH_11,PROD_0249,02/10/2024,1299,222,1138,383.0,276.72
INV_102336,WH_05,PROD_0180,03/04/2024,3011,928,300,3639.0,2734.25
INV_102337,WH_03,PROD_0153,26/04/2024,2867,1498,1485,2880.0,4285.34
INV_102338,WH_15,PROD_0029,09/10/2024,3783,1144,110,4817.0,3400.87
INV_102339,WH_01,PROD_0140,18/12/2024,4287,1286,1062,4511.0,2295.81
INV_102340,WH_08,PROD_0182,24/08/2024,3228,499,468,3259.0,2794.72
INV_102341,WH_07,PROD_0007,10/09/2024,2849,927,1359,2417.0,2183.92
INV_102342,WH_15,PROD_0150,06/07/2024,4860,393,501,4752.0,4494.88
INV_102343,WH_03,PROD_0182,13/02/2024,1467,330,209,1588.0,1262.34
INV_102344,WH_15,PROD_0045,25/04/2024,3813,671,1208,3276.0,4408.78
INV_102345,WH_02,PROD_0248,02/12/2024,1872,971,1336,1507.0,1760.06
INV_102346,WH_09,PROD_0208,19/05/2024,2423,453,1202,1674.0,2471.94
INV_102347,WH_14,PROD_0230,19/01/2024,4491,237,1428,3300.0,2014.86
INV_102348,WH_07,PROD_0208,11/06/2024,2477,1338,702,3113.0,1874.08
INV_102349,WH_08,PROD_0106,05/02/2024,1538,1461,356,2643.0,2917.14
INV_102350,WH_02,PROD_0179,09/03/2024,4454,689,148,4995.0,5905.26
INV_102351,WH_06,PROD_0173,25/07/2024,2502,1208,276,3434.0,3652.38
INV_102352,WH_13,PROD_0256,03/07/2024,3036,859,1020,2875.0,1925.62
INV_102353,WH_01,PROD_0226,02/11/2024,1263,657,421,1499.0,1502.05
INV_102354,WH_14,PROD_0078,16/03/2024,1915,1104,554,,0.0
INV_102355,WH_13,PROD_0090,03/01/2024,4238,139,830,3547.0,4557.7
INV_102356,WH_10,PROD_0194,22/01/2024,1765,978,566,2177.0,2153.48
INV_102357,WH_05,PROD_0042,26/03/2024,4747,1423,773,5397.0,3167.41
INV_102358,WH_04,PROD_0284,07/04/2024,815,560,350,1025.0,625.64
INV_102359,WH_10,PROD_0021,22/09/2024,1466,825,593,1698.0,1192.04
INV_102360,WH_13,PROD_0246,05/11/2024,1830,429,524,1735.0,1578.21
INV_102361,WH_13,PROD_0048,30/03/2024,2679,514,1375,1818.0,919.85
INV_102362,WH_13,PROD_0058,05/09/2024,1535,564,1476,623.0,830.78
INV_102363,WH_08,PROD_0037,24/10/2024,2293,846,677,2462.0,2768.8
INV_102364,WH_05,PROD_0031,02/09/2024,2420,349,1370,1399.0,1235.52
INV_102365,WH_05,PROD_0113,25/09/2024,1114,753,1489,,0.0
INV_102366,WH_05,PROD_0057,16/04/2024,1985,1163,959,2189.0,3069.7
INV_102367,WH_13,PROD_0054,12/08/2024,4467,151,722,3896.0,4224.83
INV_102368,WH_13,PROD_0053,03/03/2024,2036,179,485,1730.0,948.07
INV_102369,WH_15,PROD_0046,02/04/2024,2183,1143,1065,2261.0,2725.66
INV_102370,WH_04,PROD_0187,25/10/2024,3472,897,744,3625.0,3580.16
INV_102371,WH_04,PROD_0217,16/09/2024,2242,245,475,2012.0,2195.46
INV_102372,WH_06,PROD_0221,26/10/2024,1997,1374,1089,2282.0,3021.75
INV_102373,WH_12,PROD_0038,21/11/2024,4734,1218,916,5036.0,3938.48
INV_102374,WH_07,PROD_0292,25/03/2024,2586,1339,996,2929.0,4233.95
INV_102375,WH_10,PROD_0157,04/05/2024,4251,913,149,5015.0,3826.76
INV_102376,WH_12,PROD_0008,17/05/2024,2344,531,1112,1763.0,1824.73
INV_102377,WH_14,PROD_0108,25/02/2024,512,1016,394,1134.0,1394.94
INV_102378,WH_06,PROD_0047,13/03/2024,1752,1127,885,1994.0,2619.7
INV_102379,WH_04,PROD_0155,03/06/2024,2580,1488,425,3643.0,2519.15
INV_102380,WH_07,PROD_0300,14/01/2024,1025,476,345,1156.0,1256.45
INV_102381,WH_13,PROD_0200,15/10/2024,4277,1296,502,5071.0,7461.43
INV_102382,WH_15,PROD_0079,07/10/2024,741,909,1397,253.0,242.82
INV_102383,WH_06,PROD_0296,08/11/2024,667,134,1085,-284.0,-403.61
INV_102384,WH_03,PROD_0198,10/02/2024,3838,467,321,3984.0,5420.56
INV_102385,WH_05,PROD_0262,29/07/2024,2823,435,831,2427.0,2884.24
INV_102386,WH_07,PROD_0106,13/04/2024,3271,883,1489,2665.0,1997.59
INV_102387,WH_13,PROD_0278,30/03/2024,1197,1319,610,1906.0,2448.82
INV_102388,WH_10,PROD_0099,05/09/2024,2951,878,888,,0.0
INV_102389,WH_01,PROD_0059,11/06/2024,1600,1231,433,2398.0,3546.2
INV_102390,WH_03,PROD_0010,02/03/2024,901,994,1121,774.0,942.96
INV_102391,WH_03,PROD_0059,05/06/2024,4819,953,179,5593.0,4517.58
INV_102392,WH_10,PROD_0272,29/12/2024,3788,753,625,3916.0,5347.23
INV_102393,WH_08,PROD_0083,30/01/2024,774,901,799,876.0,703.92
INV_102394,WH_02,PROD_0078,03/02/2024,4803,1462,256,6009.0,4672.2
INV_102395,WH_05,PROD_0186,31/08/2024,3479,784,961,3302.0,3864.71
INV_102396,WH_01,PROD_0192,10/01/2024,1725,199,107,1817.0,2656.05
INV_102397,WH_10,PROD_0184,21/05/2024,4722,190,633,4279.0,2793.96
INV_102398,WH_09,PROD_0267,09/04/2024,3249,473,536,3186.0,3738.79
INV_102399,WH_10,PROD_0226,17/04/2024,1678,715,434,1959.0,2030.98
INV_102400,WH_01,PROD_0039,17/01/2024,3932,913,231,4614.0,4467.76
INV_102401,WH_10,PROD_0280,29/06/2024,3044,1486,804,3726.0,2827.89
INV_102402,WH_06,PROD_0208,02/02/2024,1228,836,1065,999.0,1488.71
INV_102403,WH_12,PROD_0247,22/09/2024,3149,1063,478,3734.0,5560.16
INV_102404,WH_12,PROD_0205,05/12/2024,2684,110,418,2376.0,3036.64
INV_102405,WH_09,PROD_0259,16/06/2024,4510,928,740,4698.0,3240.52
INV_102406,WH_04,PROD_0135,19/04/2024,4658,178,760,4076.0,2664.73
INV_102407,WH_08,PROD_0210,16/09/2024,3264,1426,1133,3557.0,3678.21
INV_102408,WH_06,PROD_0026,25/01/2024,3375,126,1395,2106.0,1403.77
INV_102409,WH_15,PROD_0277,12/03/2024,932,1093,1015,1010.0,1426.1
INV_102410,WH_08,PROD_0124,09/07/2024,931,1412,1041,1302.0,1359.31
INV_102411,WH_01,PROD_0174,24/09/2024,4121,711,389,4443.0,4560.78
INV_102412,WH_04,PROD_0002,17/10/2024,1368,780,165,1983.0,2542.33
INV_102413,WH_03,PROD_0274,02/05/2024,2430,1062,269,3223.0,3200.01
INV_102414,WH_04,PROD_0220,24/04/2024,812,191,140,863.0,1108.8
INV_102415,WH_13,PROD_0297,25/05/2024,2321,800,1219,1902.0,2661.47
INV_102416,WH_06,PROD_0260,08/05/2024,1246,631,591,1286.0,1390.9
INV_102417,WH_09,PROD_0290,13/03/2024,1395,1314,386,2323.0,2941.59
INV_102418,WH_15,PROD_0141,19/12/2024,3234,164,458,2940.0,3221.17
INV_102419,WH_01,PROD_0201,17/08/2024,2650,205,945,1910.0,2561.87
INV_102420,WH_01,PROD_0117,12/11/2024,4785,584,1048,4321.0,3016.39
INV_102421,WH_15,PROD_0235,20/02/2024,3658,1238,1109,3787.0,2553.79
INV_102422,WH_15,PROD_0081,19/01/2024,2086,1036,563,2559.0,1814.84
INV_102423,WH_11,PROD_0186,31/08/2024,952,1055,863,,0.0
INV_102424,WH_14,PROD_0290,19/01/2024,3965,973,183,4755.0,6906.36
INV_102425,WH_02,PROD_0083,07/12/2024,4783,183,1043,3923.0,2274.79
INV_102426,WH_13,PROD_0288,28/11/2024,706,729,1294,,0.0
INV_102427,WH_04,PROD_0289,03/02/2024,1842,956,788,2010.0,1733.06
INV_102428,WH_15,PROD_0231,21/02/2024,4976,506,732,4750.0,6224.77
INV_102429,WH_04,PROD_0181,26/12/2024,1469,525,745,1249.0,1868.11
INV_102430,WH_02,PROD_0217,18/03/2024,1705,1108,632,2181.0,1100.2
INV_102431,WH_15,PROD_0111,15/08/2024,4059,1162,1131,4090.0,5484.3
INV_102432,WH_05,PROD_0011,26/07/2024,3369,1086,288,4167.0,4604.8
INV_102433,WH_04,PROD_0174,19/02/2024,2940,1114,346,3708.0,3575.31
INV_102434,WH_03,PROD_0159,27/05/2024,3273,1274,774,3773.0,4743.73
INV_102435,WH_04,PROD_0035,13/04/2024,2077,1034,895,2216.0,1280.95
INV_102436,WH_01,PROD_0160,25/10/2024,4941,856,1407,4390.0,4762.6
INV_102437,WH_11,PROD_0155,05/02/2024,4543,910,809,4644.0,4409.28
INV_102438,WH_02,PROD_0219,19/06/2024,4101,856,1201,3756.0,5438.74
INV_102439,WH_14,PROD_0092,07/08/2024,3933,652,1041,3544.0,1869.9
INV_102440,WH_08,PROD_0137,11/04/2024,4031,1221,190,5062.0,4612.88
INV_102441,WH_05,PROD_0205,27/04/2024,2859,882,1247,2494.0,2087.26
INV_102442,WH_06,PROD_0098,02/12/2024,2742,275,766,2251.0,2313.3
INV_102443,WH_04,PROD_0083,16/10/2024,2483,1082,1051,2514.0,1420.76
INV_102444,WH_06,PROD_0040,13/03/2024,2995,990,1349,2636.0,3539.32
INV_102445,WH_09,PROD_0221,28/10/2024,4481,563,1305,,0.0
INV_102446,WH_04,PROD_0250,08/05/2024,2602,1464,570,3496.0,1893.11
INV_102447,WH_13,PROD_0273,18/05/2024,1782,846,771,1857.0,2237.75
INV_102448,WH_03,PROD_0137,25/05/2024,978,553,1393,138.0,113.17
INV_102449,WH_14,PROD_0127,17/04/2024,3855,1125,1191,3789.0,3110.64
INV_102450,WH_04,PROD_0268,07/08/2024,3702,912,178,4436.0,3959.81
INV_102451,WH_15,PROD_0210,26/12/2024,4223,492,1050,3665.0,3827.98
INV_102452,WH_12,PROD_0234,23/02/2024,3662,1024,316,4370.0,5341.14
INV_102453,WH_04,PROD_0095,29/07/2024,2017,124,1342,799.0,789.85
INV_102454,WH_07,PROD_0255,16/03/2024,4379,455,431,4403.0,3182.76
INV_102455,WH_15,PROD_0004,24/08/2024,2256,442,1273,1425.0,1193.14
INV_102456,WH_09,PROD_0037,18/10/2024,4041,1183,339,4885.0,4174.11
INV_102457,WH_08,PROD_0198,23/12/2024,4361,1012,677,4696.0,5184.35
INV_102458,WH_10,PROD_0090,08/02/2024,1325,1376,177,2524.0,1323.77
INV_102459,WH_03,PROD_0149,01/07/2024,4903,592,222,5273.0,2882.86
INV_102460,WH_08,PROD_0027,24/09/2024,534,730,1374,-110.0,-118.11
INV_102461,WH_13,PROD_0065,24/03/2024,4063,303,906,3460.0,2299.43
INV_102462,WH_07,PROD_0224,19/10/2024,939,192,463,668.0,568.45
INV_102463,WH_01,PROD_0200,02/12/2024,2933,552,469,3016.0,2290.23
INV_102464,WH_13,PROD_0182,01/03/2024,694,159,286,567.0,509.37
INV_102465,WH_10,PROD_0275,26/11/2024,557,1071,466,1162.0,1031.36
INV_102466,WH_09,PROD_0115,11/08/2024,4707,567,196,5078.0,4673.4
INV_102467,WH_13,PROD_0243,18/07/2024,2990,290,950,2330.0,2016.87
INV_102468,WH_06,PROD_0235,07/07/2024,4438,589,1200,3827.0,2163.21
INV_102469,WH_03,PROD_0159,05/02/2024,4158,282,682,3758.0,4944.77
INV_102470,WH_13,PROD_0012,17/11/2024,1448,1420,214,2654.0,2185.48
INV_102471,WH_01,PROD_0138,28/05/2024,2240,1274,145,3369.0,2561.93
INV_102472,WH_04,PROD_0176,30/01/2024,1430,1045,966,1509.0,1590.96
INV_102473,WH_13,PROD_0201,09/06/2024,2288,1063,1399,,0.0
INV_102474,WH_03,PROD_0108,25/04/2024,4662,1492,1420,4734.0,7011.83
INV_102475,WH_04,PROD_0276,14/01/2024,4481,1335,390,,0.0
INV_102476,WH_08,PROD_0080,01/11/2024,3725,1298,938,4085.0,2171.39
INV_102477,WH_11,PROD_0287,06/12/2024,964,868,653,1179.0,1639.9
INV_102478,WH_10,PROD_0219,28/04/2024,3044,417,1163,2298.0,2495.9
INV_102479,WH_14,PROD_0259,23/11/2024,3808,587,1207,3188.0,3233.11
INV_102480,WH_09,PROD_0102,19/08/2024,656,752,371,1037.0,1527.35
INV_102481,WH_14,PROD_0200,25/07/2024,2510,777,642,2645.0,3947.67
INV_102482,WH_15,PROD_0169,06/06/2024,1274,680,372,1582.0,1016.52
INV_102483,WH_03,PROD_0267,24/06/2024,3128,807,1486,2449.0,3615.91
INV_102484,WH_08,PROD_0206,14/06/2024,2441,509,1482,1468.0,1666.09
INV_102485,WH_01,PROD_0284,26/04/2024,4424,864,1238,4050.0,3092.98
INV_102486,WH_10,PROD_0098,18/07/2024,3411,1147,801,3757.0,3387.72
INV_102487,WH_08,PROD_0263,22/03/2024,3216,855,1459,2612.0,3699.88
INV_102488,WH_14,PROD_0239,21/02/2024,1332,769,1266,835.0,772.37
INV_102489,WH_05,PROD_0076,19/10/2024,4233,1131,862,4502.0,2442.61
INV_102490,WH_09,PROD_0136,19/03/2024,4405,1174,1289,4290.0,6280.66
INV_102491,WH_13,PROD_0235,23/03/2024,3200,465,681,2984.0,2613.67
INV_102492,WH_14,PROD_0091,09/04/2024,3639,282,1326,2595.0,3380.79
INV_102493,WH_13,PROD_0128,24/04/2024,4964,127,781,,0.0
INV_102494,WH_11,PROD_0183,23/12/2024,3057,440,813,2684.0,3365.78
INV_102495,WH_02,PROD_0035,12/11/2024,3746,1132,493,4385.0,2446.31
INV_102496,WH_14,PROD_0289,10/04/2024,2164,1443,824,2783.0,2633.37
INV_102497,WH_06,PROD_0200,03/10/2024,3467,922,585,3804.0,5594.27
INV_102498,WH_10,PROD_0122,26/06/2024,2468,1491,279,3680.0,5227.16
INV_102499,WH_03,PROD_0069,30/08/2024,3988,1441,718,4711.0,6926.37
INV_102500,WH_15,PROD_0206,10/10/2024,4215,1193,466,4942.0,2816.11
INV_102501,WH_03,PROD_0002,08/05/2024,2458,261,656,2063.0,1382.27
INV_102502,WH_10,PROD_0233,08/08/2024,3053,1362,560,3855.0,3959.56
INV_102503,WH_15,PROD_0008,11/07/2024,4727,614,1350,,0.0
INV_102504,WH_03,PROD_0194,24/10/2024,844,1393,497,1740.0,1842.32
INV_102505,WH_12,PROD_0220,20/03/2024,2213,335,731,1817.0,1493.42
INV_102506,WH_06,PROD_0053,19/11/2024,4845,454,1396,3903.0,3440.3
INV_102507,WH_02,PROD_0097,02/10/2024,3625,779,559,3845.0,5656.6
INV_102508,WH_12,PROD_0232,29/12/2024,2603,154,725,2032.0,3017.39
INV_102509,WH_06,PROD_0212,15/07/2024,3414,282,837,2859.0,1945.92
INV_102510,WH_04,PROD_0024,31/03/2024,4732,745,413,5064.0,6987.56
INV_102511,WH_14,PROD_0002,04/06/2024,3840,1085,498,4427.0,6141.0
INV_102512,WH_11,PROD_0126,07/11/2024,3860,1027,1069,3818.0,2117.89
INV_102513,WH_05,PROD_0030,26/04/2024,4622,527,1180,3969.0,4722.41
INV_102514,WH_05,PROD_0027,05/04/2024,954,296,204,1046.0,710.71
INV_102515,WH_07,PROD_0035,26/09/2024,3194,783,1326,2651.0,2800.99
INV_102516,WH_11,PROD_0182,30/11/2024,4374,385,358,4401.0,3229.8
INV_102517,WH_10,PROD_0281,05/05/2024,897,558,552,903.0,606.46
INV_102518,WH_03,PROD_0197,27/11/2024,1314,894,955,1253.0,1282.31
INV_102519,WH_03,PROD_0158,21/10/2024,1383,324,1384,323.0,386.47
INV_102520,WH_11,PROD_0109,22/03/2024,2076,411,1226,1261.0,1046.16
INV_102521,WH_06,PROD_0215,24/10/2024,4231,1434,696,4969.0,3664.67
INV_102522,WH_01,PROD_0102,25/03/2024,4884,563,865,4582.0,5654.96
INV_102523,WH_14,PROD_0217,26/12/2024,4286,1232,1224,4294.0,3952.8
INV_102524,WH_05,PROD_0146,02/06/2024,1520,585,104,2001.0,1579.44
INV_102525,WH_07,PROD_0272,13/11/2024,896,728,1250,374.0,535.05
INV_102526,WH_07,PROD_0036,15/05/2024,3992,554,1036,3510.0,2648.87
INV_102527,WH_10,PROD_0118,20/08/2024,4847,1315,210,5952.0,8419.31
INV_102528,WH_15,PROD_0052,31/01/2024,2351,103,229,2225.0,1855.29
INV_102529,WH_10,PROD_0156,25/04/2024,4264,322,982,3604.0,3835.5
INV_102530,WH_13,PROD_0200,14/10/2024,1211,1177,770,1618.0,1513.13
INV_102531,WH_05,PROD_0230,18/06/2024,4371,712,1434,3649.0,3719.29
INV_102532,WH_05,PROD_0011,23/11/2024,1690,291,1173,808.0,751.29
INV_102533,WH_14,PROD_0079,30/05/2024,3092,1094,113,4073.0,3403.84
INV_102534,WH_02,PROD_0121,07/01/2024,3330,414,1032,2712.0,3117.1
INV_102535,WH_11,PROD_0020,28/02/2024,4351,974,322,5003.0,4334.58
INV_102536,WH_15,PROD_0051,27/03/2024,3556,354,528,3382.0,2357.06
INV_102537,WH_04,PROD_0127,30/08/2024,1020,835,203,1652.0,2212.33
INV_102538,WH_13,PROD_0131,28/08/2024,4475,1090,1460,4105.0,5679.0
INV_102539,WH_12,PROD_0266,06/11/2024,2935,991,1069,2857.0,2611.7
INV_102540,WH_03,PROD_0017,11/07/2024,668,116,198,586.0,525.05
INV_102541,WH_12,PROD_0244,16/12/2024,2382,255,1388,1249.0,1207.26
INV_102542,WH_13,PROD_0283,26/01/2024,1428,371,412,1387.0,1105.48
INV_102543,WH_02,PROD_0196,03/08/2024,2828,357,672,2513.0,3399.7
INV_102544,WH_12,PROD_0264,28/10/2024,857,1097,450,1504.0,1283.11
INV_102545,WH_07,PROD_0272,25/04/2024,2077,685,772,1990.0,1583.5
INV_102546,WH_08,PROD_0270,02/11/2024,4822,468,1426,3864.0,2706.32
INV_102547,WH_15,PROD_0112,09/04/2024,4800,614,1407,4007.0,3616.3
INV_102548,WH_13,PROD_0003,11/01/2024,2690,1141,1272,2559.0,3386.55
INV_102549,WH_13,PROD_0209,11/12/2024,736,1280,520,1496.0,1735.53
INV_102550,WH_08,PROD_0098,16/04/2024,1186,1386,1455,1117.0,762.39
INV_102551,WH_11,PROD_0103,22/11/2024,1528,225,1470,283.0,204.95
INV_102552,WH_01,PROD_0121,12/05/2024,3563,1451,563,4451.0,5425.43
INV_102553,WH_05,PROD_0173,14/04/2024,3417,815,806,3426.0,1906.5
INV_102554,WH_13,PROD_0027,16/01/2024,4478,1458,1434,4502.0,3036.04
INV_102555,WH_04,PROD_0246,03/12/2024,528,211,1475,-736.0,-853.39
INV_102556,WH_13,PROD_0148,05/06/2024,4051,771,864,3958.0,4873.2
INV_102557,WH_01,PROD_0099,23/07/2024,3722,479,453,3748.0,4131.2
INV_102558,WH_09,PROD_0023,24/11/2024,3243,1070,810,3503.0,2378.27
INV_102559,WH_09,PROD_0027,23/03/2024,1353,480,1398,,0.0
INV_102560,WH_02,PROD_0055,20/07/2024,1909,927,661,2175.0,3115.57
INV_102561,WH_08,PROD_0294,27/11/2024,1643,1152,1365,1430.0,1694.44
INV_102562,WH_11,PROD_0184,16/06/2024,1011,1204,291,1924.0,1642.17
INV_102563,WH_12,PROD_0128,13/12/2024,4336,1236,970,4602.0,2523.72
INV_102564,WH_01,PROD_0060,17/12/2024,3177,1151,839,,0.0
INV_102565,WH_12,PROD_0299,13/11/2024,3989,1278,448,4819.0,6319.66
INV_102566,WH_08,PROD_0280,01/01/2024,865,1048,423,1490.0,2090.05
INV_102567,WH_14,PROD_0073,23/06/2024,604,1420,1140,884.0,1210.91
